portfolio_communication_allocation,portfolio_financial_services,portfolio_industrials_allocation,portfolio_tech_allocation,portfolio_materials_basic_allocation,portfolio_energy_allocation,portfolio_consumer_defence_allocation,portfolio_healthcare_allocation,portfolio_property_allocation,id,portfolio_utils_allocation,portfolio_cyclical_consumer_allocation
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129644,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172304,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232739,0.0,0.0
2.28,16.24,9.53,23.87,1.81,4.95,6.16,14.59,3.45,178460,4.0,13.13
2.59,19.12,9.1,8.35,2.68,12.07,11.16,18.48,5.41,177650,3.31,7.72
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57104,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202670,0.0,0.0
3.04,25.16,7.13,23.24,11.29,0.46,6.55,4.99,9.49,26666,0.0,8.65
1.62,11.75,20.84,24.06,6.56,2.19,8.26,11.34,4.5,186398,1.28,7.6
3.7,18.83,10.1,19.32,3.4,5.8,8.83,10.97,4.75,40616,2.4,11.9
1.89,0.0,17.47,26.13,6.52,4.7,6.25,23.45,0.09,33920,0.0,13.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64205,100.0,0.0
2.01,17.15,11.54,19.73,2.75,6.22,7.51,12.98,4.78,37754,2.09,13.25
0.0,5.43,10.4,0.0,64.36,0.0,0.0,0.0,0.0,179675,0.0,19.81
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118430,0.0,0.0
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,67580,0.0,0.0
6.0,9.34,14.2,8.78,8.49,7.64,10.45,13.92,2.62,43028,4.92,13.65
0.0,86.53,4.82,1.72,0.0,0.0,0.0,0.0,6.39,231164,0.0,0.54
2.95,19.11,13.85,21.14,2.98,1.91,6.14,12.88,0.46,65555,1.1,17.47
3.0,21.74,10.56,14.32,5.64,6.77,7.16,9.28,6.46,204425,5.06,10.01
5.93,10.35,14.64,5.51,6.37,4.12,18.79,14.2,3.9,131093,1.23,14.97
3.68,20.43,9.74,16.21,4.41,5.35,6.46,10.69,8.85,214901,2.99,11.19
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204632,0.0,0.0
7.55,22.4,9.06,7.3,3.26,9.38,8.03,14.55,3.71,35378,6.92,7.86
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216170,0.0,0.0
3.25,16.55,10.66,13.0,8.92,5.4,6.08,7.48,12.01,209537,6.03,10.62
1.59,11.48,29.07,22.85,1.74,0.0,4.85,16.44,2.18,244826,0.0,9.81
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129131,0.0,0.0
3.58,15.93,9.95,21.88,2.55,5.31,7.85,15.46,2.37,168254,3.33,11.8
3.17,8.17,15.62,27.14,5.56,1.36,6.28,18.04,2.16,26540,0.0,12.5
3.1,18.88,15.21,7.29,2.96,11.57,10.36,16.83,2.77,30527,9.2,1.83
0.81,10.7,20.27,13.24,9.99,3.74,7.18,8.98,11.21,168614,1.5,12.37
7.87,17.55,11.19,19.89,4.22,5.84,6.99,17.85,0.0,215324,0.94,7.66
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216818,0.0,0.0
0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92852,0.0,0.0
6.65,27.67,7.86,23.99,5.7,6.9,4.03,2.14,3.95,242864,2.97,8.14
5.88,1.99,19.31,34.18,5.01,0.0,0.54,13.83,3.01,49454,0.0,16.25
0.0,23.57,2.86,34.47,0.95,0.55,17.0,0.55,0.61,117872,0.58,18.86
3.7,19.12,10.32,14.56,3.64,6.05,10.04,10.79,4.21,190862,4.38,13.21
2.99,13.35,9.26,21.41,4.67,7.75,7.63,16.02,1.79,80171,2.73,12.41
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60794,0.0,0.0
0.0,0.0,0.81,0.0,99.19,0.0,0.0,0.0,0.0,177605,0.0,0.0
2.41,18.81,10.28,16.37,4.48,5.28,6.85,11.14,8.68,135755,2.84,12.86
2.84,20.67,11.09,15.36,5.19,6.42,7.01,9.73,6.7,203705,4.17,10.83
6.77,23.41,5.44,11.75,2.76,9.17,8.46,15.16,4.77,140777,6.46,5.83
2.88,2.89,1.78,77.04,0.0,0.0,0.0,0.0,3.47,125945,0.0,11.94
2.88,12.94,7.26,36.8,2.2,2.36,4.35,15.23,1.04,81665,0.0,14.93
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232397,0.0,0.0
0.63,16.44,15.53,16.14,5.43,4.37,3.7,9.42,9.43,167786,5.03,13.87
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154475,0.0,0.0
8.3,0.0,0.0,0.0,29.63,0.0,0.0,0.0,7.87,45494,0.0,54.19
2.42,15.71,11.43,23.4,5.35,4.59,6.17,12.83,1.86,237518,2.02,14.23
4.31,18.85,9.24,14.14,5.34,5.86,5.0,10.76,13.08,192707,1.42,11.99
4.17,16.48,6.36,27.79,1.22,3.92,5.41,14.79,0.0,200015,5.08,14.77
0.0,0.0,6.36,80.0,4.5,0.0,0.0,2.03,2.03,170324,0.0,5.08
2.53,14.33,8.9,21.19,2.75,0.0,14.07,21.32,2.53,166553,2.32,10.05
1.72,22.75,17.5,32.23,0.0,0.0,0.0,7.92,0.0,90737,0.0,17.88
0.01,19.93,20.5,10.89,12.56,4.38,9.07,2.11,4.04,76256,2.73,13.79
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151271,0.0,0.0
14.55,0.0,43.94,2.68,3.87,11.09,0.0,0.0,4.61,32678,18.28,0.99
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183266,0.0,0.0
1.37,0.0,0.64,0.0,0.7,0.0,0.0,0.0,97.29,122156,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65807,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,215801,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224378,0.0,0.0
3.03,0.0,0.42,0.81,0.68,1.54,0.0,0.0,91.85,39590,1.11,0.56
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180953,0.0,0.0
3.69,19.49,10.14,15.55,4.37,6.07,6.84,10.97,8.44,197702,3.35,11.08
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95804,0.0,0.0
1.65,16.58,16.94,14.24,1.43,3.12,5.73,14.68,6.12,47789,4.74,14.75
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203831,0.0,0.0
1.72,9.16,12.28,36.19,1.54,1.16,4.45,12.52,0.63,224972,0.0,20.35
0.8,12.12,14.17,22.33,4.86,4.3,1.66,6.82,11.5,61424,7.54,13.89
2.15,22.51,10.34,19.03,4.92,6.77,6.47,11.01,2.69,90926,1.97,12.14
0.0,15.63,19.79,17.36,5.82,2.96,1.6,11.3,7.23,164321,5.67,12.63
1.59,25.77,15.33,9.03,0.0,15.27,3.34,7.85,4.3,122453,0.0,17.51
5.12,15.22,5.5,14.73,5.05,2.82,19.45,17.0,2.84,165644,0.07,12.19
24.4,5.97,42.62,3.25,2.22,1.57,1.91,2.42,6.01,213650,1.17,8.44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.78,49103,0.0,2.22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218636,0.0,0.0
3.38,15.0,4.53,16.97,0.56,3.75,18.11,20.14,6.72,160649,0.07,10.77
0.0,13.62,4.96,36.6,0.0,2.22,4.48,18.62,0.0,51002,0.0,19.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66797,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121841,0.0,0.0
7.96,13.38,7.28,4.21,3.77,0.35,20.84,15.45,5.73,219176,9.2,11.83
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152342,0.0,0.0
2.52,9.89,4.55,6.87,7.53,12.65,3.8,5.46,39.35,212507,1.95,5.43
0.0,16.93,0.0,17.19,0.0,0.0,32.2,5.62,0.0,163322,0.0,28.06
0.98,26.73,9.0,7.64,9.1,4.85,3.02,7.04,14.08,168128,4.01,13.55
3.2,17.65,11.73,17.33,5.03,5.15,7.71,11.59,4.6,167624,3.63,12.37
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183248,0.0,0.0
2.91,16.79,11.18,16.9,4.16,4.4,7.95,12.31,7.81,160145,2.3,13.28
1.8,20.26,3.69,34.84,0.0,0.0,7.22,16.71,4.49,62351,4.8,6.18
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104372,0.0,0.0
0.86,25.53,10.94,17.34,6.24,4.33,10.61,13.89,0.7,95885,0.6,8.97
0.75,7.29,15.71,32.48,3.72,1.73,5.62,13.99,1.88,187937,0.0,16.81
0.07,12.08,10.03,20.83,7.19,5.09,0.16,5.49,0.05,219932,0.07,38.93
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177470,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35792,0.0,0.0
3.07,19.69,7.02,22.49,3.28,7.36,10.02,5.54,1.28,81026,0.0,20.27
3.17,18.26,10.29,18.66,4.81,5.09,8.43,13.44,3.24,236951,3.23,11.38
4.69,18.12,13.14,8.77,7.77,5.65,12.78,10.82,3.63,48653,3.22,11.4
0.0,26.6,7.25,18.71,4.98,0.0,17.38,2.93,5.3,211733,2.22,14.63
2.41,3.27,17.3,15.55,3.73,7.14,9.64,14.18,11.69,100385,7.48,7.61
3.66,21.1,16.09,23.04,3.32,4.24,4.67,12.42,0.0,158687,0.39,11.05
0.0,11.99,41.26,21.51,9.24,3.57,1.45,1.65,1.57,210428,0.0,7.77
2.96,40.44,3.09,9.18,2.11,4.74,13.77,3.02,1.66,75077,1.33,17.71
5.37,16.25,11.78,20.28,0.0,1.39,4.2,5.6,20.03,49724,10.24,4.88
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188126,0.0,0.0
5.14,13.93,15.6,14.19,3.46,3.47,16.27,13.45,1.05,58733,2.45,10.98
5.05,12.41,10.03,24.86,3.13,4.99,5.75,19.69,1.91,182303,4.0,8.17
2.87,15.38,11.46,22.93,3.15,5.2,7.07,13.33,5.16,156014,1.96,11.48
0.77,20.73,15.36,11.06,7.17,7.06,15.7,8.86,0.0,189134,1.69,11.62
0.0,1.27,0.0,0.5,0.0,0.0,0.0,98.24,0.0,219878,0.0,0.0
4.74,15.63,14.32,9.84,5.33,4.49,10.62,12.83,6.05,252899,4.59,11.55
0.0,7.0,9.9,26.4,0.0,2.0,18.06,10.03,0.0,146483,0.0,26.6
6.15,17.25,8.77,10.65,3.08,11.22,8.01,17.57,5.19,103949,9.65,2.45
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35495,0.0,0.0
3.6,27.13,22.5,12.67,1.11,11.65,1.21,1.93,7.08,114848,0.0,11.11
3.9,5.19,11.3,28.81,2.35,0.89,2.53,17.54,3.67,141272,0.0,23.82
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193247,0.0,0.0
3.75,6.77,16.54,13.53,13.35,0.0,14.58,13.63,0.0,33515,0.0,17.84
3.26,0.0,0.0,4.21,0.0,0.0,0.0,0.0,78.5,48365,1.71,12.32
0.0,0.0,0.0,0.0,1.72,0.0,0.0,0.0,96.43,236987,0.0,1.85
0.02,13.5,12.83,13.34,13.28,3.1,0.04,3.6,2.82,231398,5.25,32.22
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183635,0.0,0.0
6.14,16.17,10.05,23.51,6.63,8.92,5.92,6.44,2.04,184508,3.02,11.17
0.0,8.66,3.55,0.0,11.13,0.0,0.0,0.0,62.97,227879,0.0,13.69
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140462,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73304,0.0,0.0
8.45,18.86,11.39,3.04,6.25,8.43,9.39,7.67,6.53,130931,3.48,16.5
6.69,2.17,18.71,12.46,2.4,3.96,10.88,20.45,0.0,106766,0.0,22.29
0.0,1.8,29.4,34.19,6.41,0.0,5.31,11.42,3.17,208394,0.0,8.29
0.0,0.0,77.11,0.0,10.94,6.8,0.0,0.0,0.0,116810,0.0,5.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208538,0.0,0.0
3.86,17.65,9.99,20.18,3.85,5.68,7.31,13.71,3.18,57176,3.01,11.59
2.74,0.52,0.0,0.0,0.0,0.0,0.0,0.0,94.94,80792,0.0,1.8
4.83,0.0,10.43,0.4,0.0,27.42,0.0,0.0,37.07,203966,18.87,0.98
2.64,25.92,5.5,23.84,5.72,9.94,7.04,3.17,2.99,185228,1.91,11.33
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95732,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80306,0.0,0.0
31.93,0.0,7.26,6.18,0.0,19.27,0.0,4.17,0.0,66473,31.19,0.0
0.0,0.0,21.04,0.0,0.0,0.0,0.0,0.0,0.0,132776,0.0,78.96
4.48,13.77,9.71,7.48,10.16,10.85,7.87,14.66,5.25,202391,7.49,8.29
0.98,20.25,14.5,15.72,6.07,3.52,3.75,11.48,6.44,144323,3.67,13.61
0.0,13.4,6.6,29.79,2.51,2.97,3.22,8.18,1.76,242387,0.0,31.58
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29843,0.0,0.0
0.0,23.73,19.89,6.1,11.58,4.54,0.0,14.68,2.37,246563,0.0,17.13
3.67,9.43,10.77,22.71,2.46,7.8,6.08,17.65,3.7,87947,3.92,11.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120455,0.0,0.0
0.0,15.73,7.14,37.85,1.47,0.0,6.02,21.54,0.0,188216,0.31,9.95
3.09,18.33,10.83,18.98,4.36,5.74,6.28,13.53,2.88,128843,2.57,13.42
3.69,19.8,10.33,15.81,4.5,5.85,6.82,11.15,7.55,183491,3.32,11.19
1.2,14.9,19.81,15.67,8.36,7.12,5.13,13.0,3.4,227096,1.25,10.17
1.47,9.48,8.31,31.89,2.04,0.0,8.11,14.95,0.0,49202,0.0,23.76
2.52,17.89,10.87,17.1,5.14,6.43,7.86,13.15,3.93,132623,2.82,12.3
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,141704,0.0,0.0
6.53,21.0,7.42,10.67,3.0,9.73,7.12,13.92,4.59,142235,7.06,8.96
8.45,18.86,11.39,3.04,6.25,8.43,9.39,7.67,6.53,130922,3.48,16.5
0.0,11.99,41.26,21.51,9.24,3.57,1.45,1.65,1.57,210131,0.0,7.77
0.0,2.52,32.22,23.73,0.0,0.71,3.26,20.22,1.17,163799,0.0,16.16
0.0,10.41,7.11,39.78,0.0,0.0,0.0,14.39,0.0,222767,0.0,28.3
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251702,0.0,0.0
0.3,26.68,15.72,11.79,3.36,6.06,6.48,6.4,4.79,123245,6.38,12.04
0.58,11.81,18.72,19.59,3.4,2.35,5.39,15.82,8.49,31436,0.0,13.85
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83303,0.0,0.0
0.0,7.28,3.67,41.91,0.0,0.0,0.0,10.81,4.59,253763,0.0,31.74
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118772,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80441,0.0,0.0
2.75,31.21,6.26,10.68,2.85,14.52,5.67,17.19,0.0,124622,1.21,7.67
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68462,0.0,0.0
3.53,16.07,5.08,31.0,1.45,1.98,1.64,15.9,0.0,84968,0.0,23.35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97190,0.0,0.0
1.11,7.43,15.8,25.78,4.79,1.74,7.25,22.6,0.0,141164,0.0,13.5
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201014,0.0,0.0
0.0,15.96,16.64,18.33,3.48,5.76,5.25,14.48,3.39,148319,3.87,12.83
17.03,27.77,5.59,17.41,0.0,7.17,6.97,5.83,0.0,38186,0.0,12.22
0.0,8.85,15.63,33.02,3.46,3.68,4.63,12.84,2.75,162710,0.0,15.13
0.0,10.63,14.12,23.54,2.97,0.69,0.0,20.58,0.0,143171,0.0,27.47
2.49,19.79,10.29,17.73,3.91,5.19,6.37,10.34,7.54,128150,2.73,13.6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118808,0.0,0.0
0.0,10.22,11.46,24.08,2.21,3.68,3.83,11.88,8.62,144989,5.37,18.65
5.09,15.44,13.15,11.32,5.06,11.78,12.76,11.92,1.2,125306,0.0,12.29
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199862,0.0,0.0
0.0,21.83,11.78,5.92,4.9,0.0,20.28,20.19,0.0,80135,0.0,15.09
0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,213146,0.0,0.0
8.73,34.01,5.6,10.35,9.6,13.99,2.96,0.34,3.01,185057,5.53,5.89
4.77,5.91,6.76,7.29,3.42,9.33,16.56,13.79,22.03,92303,5.2,4.94
3.78,5.26,3.5,4.02,0.81,4.28,7.76,7.99,56.02,66959,3.49,3.08
0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,146348,0.0,0.0
2.96,7.54,21.13,31.43,2.17,2.39,5.86,12.36,2.58,237626,0.0,11.56
3.54,17.64,10.48,11.26,7.14,8.93,10.35,12.07,2.91,27521,3.84,11.83
4.69,18.12,13.14,8.77,7.77,5.65,12.78,10.82,3.63,45170,3.22,11.4
3.16,15.39,12.64,16.54,4.29,5.25,10.25,11.96,5.53,229886,3.65,11.34
3.27,22.11,14.64,12.03,3.72,6.09,9.37,16.65,2.23,71513,4.2,5.68
93.31,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,94733,0.0,0.48
3.82,1.07,19.55,13.05,7.95,2.97,15.04,10.8,4.47,179324,2.49,18.79
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169829,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157256,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90431,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90161,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57536,0.0,0.0
3.21,14.6,12.58,16.06,4.02,5.64,10.83,11.19,6.89,229751,3.59,11.38
,,,,,,,,,94148,,
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177776,0.0,0.0
1.32,17.14,14.23,16.95,5.2,2.92,3.52,13.96,8.36,214307,3.55,12.85
0.0,16.94,14.73,8.04,6.98,7.77,8.4,8.01,10.47,54332,12.64,6.01
3.44,19.05,8.13,19.09,4.54,7.28,7.44,11.14,3.56,101573,2.02,14.31
0.61,0.0,0.0,0.15,0.33,0.0,0.0,0.0,97.3,84230,0.0,1.61
7.63,20.21,11.44,6.28,11.85,12.2,7.07,9.45,1.48,166274,2.93,9.46
2.31,19.54,14.0,15.96,7.5,2.21,4.12,14.72,0.0,202544,3.71,15.93
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66662,0.0,0.0
6.13,20.26,4.81,13.66,2.96,4.7,5.14,4.34,3.53,151811,5.25,29.23
3.24,16.48,13.21,5.55,8.75,8.35,14.15,14.34,0.0,184913,3.19,12.72
2.57,18.15,10.78,16.77,4.96,6.48,7.88,13.1,3.95,132065,3.0,12.36
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141857,0.0,0.0
0.53,22.28,6.64,9.63,2.89,7.22,5.75,6.99,11.3,120050,9.05,17.71
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146771,0.0,0.0
1.59,25.77,15.33,9.03,0.0,15.27,3.34,7.85,4.3,115622,0.0,17.51
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111437,0.0,0.0
5.35,28.28,4.39,12.46,2.75,12.17,4.8,16.19,0.0,230408,2.96,10.65
0.0,34.5,8.38,27.37,0.0,1.54,12.24,0.0,6.49,126341,0.0,9.48
6.33,23.02,6.73,23.57,7.42,8.88,4.77,0.0,0.0,201797,9.76,9.51
3.24,14.43,11.26,24.51,3.0,4.27,8.1,12.41,4.76,46430,3.8,10.23
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252872,0.0,0.0
0.47,21.58,12.29,12.37,6.65,6.76,5.71,5.6,7.45,166139,9.75,11.38
3.41,17.87,11.49,17.78,5.07,5.82,7.84,11.88,3.91,241982,3.19,11.73
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170927,0.0,100.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186812,0.0,0.0
2.58,17.56,11.3,19.72,4.57,6.06,6.35,12.95,3.93,46646,3.01,11.98
3.56,20.61,13.69,11.57,0.0,6.34,9.27,16.91,5.38,248732,8.5,4.19
0.79,0.0,0.94,0.0,0.0,0.0,0.0,0.0,98.13,172385,0.0,0.15
3.55,16.64,9.48,17.76,5.02,7.43,4.82,12.36,9.15,27386,1.94,11.87
4.7,15.41,14.13,10.19,5.12,4.46,10.45,12.88,6.66,250307,4.53,11.47
0.01,25.56,15.47,12.05,3.79,4.97,4.15,4.09,10.78,163106,7.65,11.49
0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,74879,0.0,0.0
1.21,18.01,15.24,19.11,1.31,7.34,12.69,14.06,0.0,115766,1.11,9.93
1.11,7.7,20.38,24.77,1.85,1.62,3.61,18.98,4.64,221309,1.19,14.15
5.55,20.11,7.47,20.84,3.29,12.12,7.08,3.77,5.68,235979,5.71,8.38
3.92,20.82,10.98,11.69,3.34,10.83,8.32,13.97,3.0,195344,6.86,6.27
1.73,12.83,9.93,6.32,3.68,10.26,17.82,11.06,8.78,77516,1.0,16.59
3.93,22.65,10.71,2.18,12.37,10.65,18.42,10.17,0.0,218303,1.65,7.28
0.0,26.05,15.01,13.08,8.27,4.95,0.0,2.86,10.17,66086,4.95,14.68
0.0,24.42,27.53,0.0,28.4,0.0,0.0,0.0,0.0,86192,19.65,0.0
3.64,16.94,10.63,17.19,4.48,5.37,8.3,12.62,5.67,117593,3.57,11.6
3.65,12.95,16.19,24.1,0.0,0.0,9.77,16.96,0.0,102464,0.44,15.95
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40364,0.0,0.0
0.0,11.8,5.12,78.36,0.0,0.0,0.0,0.03,0.0,93239,0.0,4.68
2.34,15.4,11.74,17.67,4.31,3.93,7.32,11.91,11.11,157922,3.64,10.62
2.97,20.12,13.8,20.13,2.96,0.63,7.49,12.77,1.91,56852,2.38,14.83
3.0,15.47,9.82,15.94,4.32,5.04,7.0,10.2,16.25,143549,2.75,10.22
1.45,16.91,10.49,10.53,2.38,6.12,10.04,15.42,2.78,181844,2.22,21.65
1.02,13.64,14.96,29.65,1.99,1.1,5.55,12.8,1.64,230435,0.3,17.35
2.15,22.48,10.33,19.02,4.91,6.78,6.47,11.04,2.68,91601,1.98,12.17
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62405,0.0,0.0
0.0,18.97,15.12,10.57,8.69,7.18,3.37,3.59,4.21,210311,6.11,22.19
3.94,15.8,11.54,16.62,4.56,8.42,7.13,11.16,5.45,96254,4.06,11.31
1.52,21.13,19.0,15.11,6.59,3.93,5.16,9.08,0.45,65645,3.45,14.59
32.16,1.42,53.55,0.0,0.0,0.0,0.0,0.0,6.43,213155,0.0,6.44
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237923,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111140,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216026,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108242,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.97,117125,0.0,1.03
3.49,16.75,9.65,14.18,4.1,7.03,9.95,11.27,5.55,26369,4.57,13.46
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85004,0.0,0.0
0.0,7.9,20.38,38.35,1.16,0.0,0.51,20.14,0.0,36674,0.0,11.55
1.03,8.11,7.55,29.59,0.13,0.0,1.54,26.72,5.46,26432,0.0,19.88
5.23,41.29,7.92,3.79,4.9,6.04,18.06,3.75,1.85,61091,0.07,7.09
2.59,17.5,12.58,9.93,4.28,7.0,6.27,11.11,8.83,150092,8.09,11.83
5.23,3.82,2.39,10.0,3.8,0.0,0.0,0.0,36.93,48266,0.0,37.83
2.31,19.54,14.0,15.96,7.5,2.21,4.12,14.72,0.0,202409,3.71,15.93
0.33,32.11,0.66,0.6,38.76,24.62,0.89,1.02,0.11,26513,0.33,0.58
2.35,27.23,21.69,9.48,6.49,1.4,2.6,3.8,0.0,172754,0.0,24.97
3.86,13.77,9.45,0.0,15.78,0.0,0.0,13.9,0.0,183086,43.24,0.0
4.1,18.58,13.92,8.55,7.69,5.8,11.64,11.57,3.53,149678,3.56,11.05
3.77,14.16,20.92,5.83,5.15,1.52,16.98,17.19,2.54,110951,0.0,11.94
3.28,16.08,10.69,17.82,3.79,7.6,6.54,13.26,5.67,77048,3.42,11.84
0.0,6.85,17.05,23.4,3.5,1.21,6.19,27.33,3.21,39896,0.0,11.26
1.61,8.74,8.76,23.45,2.33,4.85,1.87,39.36,0.0,106127,1.36,7.66
3.58,18.01,10.65,17.81,5.08,5.88,8.16,12.1,3.68,195137,3.36,11.71
3.29,19.7,8.73,13.39,4.85,5.88,9.02,11.0,8.37,98387,7.39,8.38
0.92,19.48,16.24,13.09,7.68,2.2,12.12,11.23,0.0,161072,0.69,16.35
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204155,0.0,0.0
0.0,0.0,0.85,1.55,0.0,0.0,0.0,97.6,0.0,110123,0.0,0.0
0.0,16.03,15.03,15.82,5.13,3.96,1.62,16.0,7.5,38951,3.75,15.15
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193058,0.0,0.0
4.4,15.24,7.01,7.56,5.42,9.54,7.18,3.52,20.46,102860,8.87,10.8
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78983,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101528,0.0,0.0
3.41,16.49,10.63,18.62,3.89,4.8,9.25,13.14,4.05,42173,3.7,12.02
0.41,14.7,14.03,22.11,2.11,3.96,2.66,11.23,6.28,132821,4.28,18.23
0.0,0.0,28.06,0.0,0.0,0.0,0.0,71.94,0.0,205154,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169946,0.0,0.0
5.09,23.71,10.57,7.62,7.17,7.58,11.62,9.29,2.86,207818,3.85,10.66
