tag,3yrs_treynor_ratio_fund,3_years_alpha_fund,3years_category_std,3yrs_sharpe_ratio_fund,3yrs_treynor_ratio_category,3_years_return_mean_annual_fund,fund_beta_3years,3years_fund_r_squared,3years_fund_std,category_beta_3years,fund_return_3years,3_years_alpha_category,3_years_return_mean_annual_category,3yrs_sharpe_ratio_category,3years_category_r_squared,3_years_return_category
159569,9.35,-2.67,0.11,0.87,0.11,0.93,1.04,97.79,11.3,0.01,11.04,-0.01,0.01,0.01,0.92,11.84
153980,0.89,-0.54,0.03,0.26,0.02,0.19,1.07,92.94,3.82,0.01,2.24,0.0,0.0,0.0,0.9,2.76
236654,6.78,-5.05,0.11,0.63,0.09,0.73,1.04,88.1,11.86,0.01,8.34,-0.02,0.01,0.01,0.84,10.01
176372,4.06,-2.9,0.11,0.41,0.06,0.61,1.26,81.95,14.68,0.01,6.4,-0.01,0.01,0.01,0.9,6.62
65546,1.8,0.51,0.05,0.45,0.01,0.18,0.49,52.48,2.0,0.01,2.17,0.0,0.0,0.0,0.42,2.17
192293,5.74,-0.91,0.05,0.92,0.06,0.56,0.96,98.45,5.9,0.01,6.8,-0.0,0.01,0.01,0.94,6.57
239174,6.35,-0.39,0.07,0.98,0.06,0.67,1.07,92.44,6.83,0.01,8.1,-0.01,0.01,0.01,0.89,7.44
235826,11.57,4.54,0.04,1.14,0.3,0.51,0.43,8.73,4.21,0.0,6.24,0.05,0.01,0.01,0.04,6.97
192887,10.36,-1.93,0.14,0.89,0.11,1.29,1.34,81.45,15.97,0.01,15.18,-0.01,0.01,0.01,0.81,14.18
110204,11.94,-0.22,0.11,1.08,0.11,1.05,0.95,96.25,10.45,0.01,12.69,-0.01,0.01,0.01,0.92,11.84
158345,6.54,-0.24,0.07,1.04,0.06,0.75,1.19,98.1,7.35,0.01,9.07,-0.01,0.01,0.01,0.96,8.34
66356,4.61,-5.06,0.08,0.41,0.08,0.41,0.72,78.12,8.75,0.01,4.62,-0.03,0.0,0.0,0.55,4.36
148643,134.45,6.52,0.04,1.51,0.3,0.65,0.05,0.12,4.27,0.0,8.03,0.05,0.01,0.01,0.04,6.97
225296,-1.39,-1.59,0.01,-0.38,-0.01,0.04,0.57,94.87,2.04,0.0,0.5,-0.01,0.0,-0.0,0.7,1.11
240443,1.1,0.36,0.03,0.38,0.01,0.2,1.0,97.9,3.01,0.01,2.39,0.0,0.0,0.0,0.88,2.37
32615,16.73,5.16,0.04,1.18,0.3,0.56,0.33,4.52,4.51,0.0,6.8,0.05,0.01,0.01,0.04,6.97
216737,4.69,-6.48,0.11,0.44,0.09,0.52,0.95,82.18,11.24,0.01,5.75,-0.02,0.01,0.01,0.84,10.01
37763,,,0.05,,0.01,,,,,0.01,0.0,0.0,0.0,0.0,0.42,2.17
43892,9.68,-2.37,0.16,0.77,0.08,1.15,1.24,67.46,16.17,0.01,13.27,-0.05,0.01,0.01,0.68,10.17
108503,4.16,-2.82,0.07,0.63,0.05,0.53,1.18,81.26,8.04,0.01,6.21,-0.02,0.01,0.01,0.82,6.14
47600,-0.16,-1.26,0.03,-0.03,0.0,0.1,0.81,97.57,2.84,0.01,1.17,-0.01,0.0,0.0,0.96,1.62
55592,16.01,3.44,0.04,1.07,0.3,0.41,0.23,4.0,3.31,0.0,4.96,0.05,0.01,0.01,0.04,6.97
128771,5.94,-0.56,0.13,0.51,0.08,0.67,1.03,69.64,13.04,0.01,7.41,0.01,0.01,0.01,0.67,9.11
188243,11.53,4.1,0.11,1.01,0.1,1.0,0.93,86.57,10.58,0.01,12.03,0.03,0.01,0.01,0.73,9.96
117665,4.32,-2.25,0.11,0.43,0.06,0.5,0.99,90.67,10.96,0.01,5.56,-0.01,0.01,0.01,0.9,6.62
201500,2.91,1.72,0.04,0.79,0.03,0.39,1.18,86.55,4.36,0.01,4.72,0.01,0.0,0.01,0.84,3.85
220688,,,0.03,,0.06,,,,,0.0,0.0,0.03,0.0,0.01,0.29,4.58
50984,8.96,2.52,0.03,0.84,0.06,0.34,0.31,7.81,3.24,0.0,4.06,0.03,0.0,0.01,0.29,4.58
97442,3.37,0.47,0.11,0.32,-0.0,0.54,1.2,91.02,15.86,0.01,5.34,-0.01,0.0,0.0,0.74,3.03
210437,4.7,2.57,0.03,0.97,0.06,0.36,0.66,37.46,3.14,0.0,4.4,0.03,0.0,0.01,0.29,4.58
96947,1.63,-4.4,0.07,0.24,0.05,0.25,0.92,58.76,7.34,0.01,2.79,-0.02,0.01,0.01,0.82,6.14
150965,2.82,-4.19,0.11,0.31,0.06,0.44,1.16,90.94,12.87,0.01,4.57,-0.01,0.01,0.01,0.9,6.62
182807,5.56,-3.45,0.18,0.51,0.09,0.64,1.05,69.47,12.63,0.01,7.12,0.0,0.01,0.01,0.56,13.01
212633,9.58,-2.26,0.13,0.84,0.13,0.9,0.98,86.19,11.39,0.01,10.7,0.01,0.01,0.01,0.84,15.35
33362,,,0.01,,-0.01,,,,,0.0,0.0,-0.01,0.0,-0.0,0.7,1.11
214037,-4.6,-4.3,0.05,-0.43,0.03,-0.04,0.39,36.28,3.97,0.01,-0.5,-0.02,0.0,0.0,0.5,2.79
108584,11.98,-0.16,0.11,1.06,0.09,1.01,0.91,92.33,10.19,0.01,12.24,-0.02,0.01,0.01,0.84,10.01
51029,-0.34,-2.6,0.11,0.02,-0.0,0.13,0.73,81.51,10.12,0.01,1.04,-0.01,0.0,0.0,0.74,3.03
116702,9.69,-2.15,0.13,0.87,0.13,0.9,0.97,90.34,10.92,0.01,10.67,0.01,0.01,0.01,0.84,15.35
235484,6.25,-1.75,0.1,0.46,0.1,0.48,0.67,46.35,9.86,0.01,5.47,0.01,0.01,0.01,0.48,8.24
79505,11.01,-1.14,0.13,1.0,0.13,1.11,1.1,95.55,12.01,0.01,13.34,0.01,0.01,0.01,0.84,15.35
68291,6.02,-0.64,0.11,0.56,0.05,0.7,1.09,84.51,12.55,0.01,7.87,-0.02,0.01,0.0,0.85,5.92
70775,1.99,-6.51,0.08,0.32,0.04,0.4,1.5,71.42,10.89,0.01,4.28,-0.03,0.0,0.01,0.69,5.78
222515,3.86,-5.14,0.18,0.33,0.05,0.59,1.16,45.82,17.21,0.01,5.77,-0.04,0.01,0.0,0.42,7.36
157004,5.9,-0.67,0.11,0.53,0.06,0.57,0.88,79.46,10.46,0.01,6.49,-0.01,0.01,0.01,0.9,6.62
59660,13.53,-2.15,0.2,-1.22,0.19,-1.32,-1.24,91.22,14.01,-0.01,-15.5,-0.04,-0.02,-0.01,0.72,-19.79
116549,4.71,-1.48,0.11,0.39,0.1,0.52,0.91,57.41,12.65,0.01,5.57,0.03,0.01,0.01,0.73,9.96
214199,4.3,-5.61,0.16,0.41,0.08,0.68,1.33,63.92,16.68,0.01,7.02,-0.01,0.01,0.01,0.65,11.9
190934,,,0.09,,0.06,,,,,0.01,0.0,-0.01,0.01,0.01,0.96,10.1
31616,11.77,4.58,0.11,0.97,0.1,1.06,0.98,76.92,11.77,0.01,12.76,0.03,0.01,0.01,0.73,9.96
235214,5.52,2.31,0.03,1.11,0.25,0.33,0.49,36.06,2.42,0.0,4.02,0.02,0.0,0.01,0.14,3.71
70532,2.87,-1.31,0.05,0.3,0.03,0.2,0.36,38.02,3.58,0.01,2.32,-0.02,0.0,0.0,0.5,2.79
187433,7.46,-4.52,0.11,0.68,0.11,0.81,1.08,88.42,12.27,0.01,9.32,-0.01,0.01,0.01,0.92,11.84
252980,5.86,-1.16,0.09,0.92,0.06,0.82,1.46,93.66,9.25,0.01,9.86,-0.01,0.01,0.01,0.95,9.94
72710,4.33,-4.56,0.16,0.38,0.06,0.58,1.09,53.59,14.86,0.01,5.99,-0.02,0.01,0.0,0.5,8.01
186929,17.14,4.42,0.13,1.42,0.13,1.49,1.01,86.42,11.68,0.01,18.61,0.01,0.01,0.01,0.84,15.35
164843,7.58,-4.64,0.16,0.63,0.08,0.93,1.21,69.19,15.62,0.01,10.48,-0.05,0.01,0.01,0.68,10.17
251909,8.97,0.33,0.05,0.19,0.03,0.19,0.1,1.4,5.01,0.01,2.16,-0.02,0.0,0.0,0.5,2.79
86057,6.87,0.11,0.06,1.08,0.06,0.63,0.92,95.61,5.77,0.01,7.65,-0.01,0.01,0.01,0.97,7.51
65726,5.53,-1.19,0.12,0.54,0.05,0.64,1.07,93.54,11.64,0.01,7.2,-0.02,0.01,0.0,0.8,5.79
65735,6.32,-0.43,0.11,0.62,0.06,0.69,1.04,97.72,11.13,0.01,7.88,-0.01,0.01,0.01,0.9,6.62
203480,11.61,-0.47,0.13,1.02,0.13,1.05,0.98,90.46,11.05,0.01,12.66,0.01,0.01,0.01,0.84,15.35
39347,10.5,-0.87,0.08,0.92,0.08,0.59,0.56,90.18,6.27,0.01,7.12,-0.03,0.0,0.0,0.55,4.36
184841,16.3,4.0,0.06,0.73,0.05,0.41,0.27,1.54,6.15,0.01,4.86,0.03,0.0,0.01,0.25,5.35
190178,6.88,-1.07,0.13,0.42,0.07,0.59,0.73,28.08,13.95,0.01,6.34,-0.01,0.01,0.0,0.3,6.0
220400,7.63,3.02,0.03,0.86,0.06,0.39,0.44,11.26,3.84,0.0,4.67,0.03,0.0,0.01,0.29,4.58
81179,7.37,0.54,0.06,1.16,0.06,0.67,0.93,97.33,5.76,0.01,8.15,-0.01,0.01,0.01,0.97,7.51
214325,5.4,-3.59,0.14,0.46,0.07,0.67,1.1,57.88,14.58,0.01,7.24,-0.02,0.01,0.01,0.63,8.93
152063,9.73,2.44,0.11,0.87,0.06,0.83,0.89,87.58,10.02,0.01,9.92,-0.01,0.01,0.01,0.9,6.62
182789,8.62,2.12,0.08,1.2,0.08,0.95,1.2,77.13,8.38,0.01,11.65,0.01,0.01,0.01,0.72,10.21
207845,5.31,-1.32,0.11,0.52,0.06,0.55,0.95,95.49,10.22,0.01,6.32,-0.01,0.01,0.01,0.9,6.62
142028,0.03,-0.35,0.06,0.04,0.05,0.13,0.78,11.27,6.82,0.01,1.31,0.03,0.0,0.01,0.25,5.35
195371,10.68,2.15,0.11,0.7,0.1,0.61,0.56,46.27,8.64,0.01,7.22,0.03,0.01,0.01,0.73,9.96
165464,6.69,-0.94,0.07,0.93,0.06,0.66,1.01,85.14,7.2,0.01,7.92,-0.01,0.01,0.01,0.96,8.34
154844,9.37,1.95,0.11,0.75,0.06,0.73,0.78,69.38,9.84,0.01,8.55,-0.01,0.01,0.01,0.9,6.62
167165,5.79,-1.22,0.09,0.92,0.06,0.78,1.4,95.78,8.73,0.01,9.37,-0.01,0.01,0.01,0.95,9.54
70973,5.43,-1.88,0.1,0.85,0.05,0.84,1.61,90.5,10.36,0.02,10.02,-0.02,0.01,0.01,0.87,9.6
32651,15.27,4.42,0.04,1.03,0.3,0.5,0.31,4.02,4.48,0.0,6.01,0.05,0.01,0.01,0.04,6.97
153215,5.25,-0.98,0.12,0.43,0.05,0.48,0.77,61.07,10.35,0.01,5.31,-0.02,0.01,0.0,0.75,6.01
61775,5.38,-7.24,0.16,0.5,0.08,0.72,1.21,78.02,14.7,0.01,7.8,-0.05,0.01,0.01,0.68,10.17
52667,5.54,-0.57,0.04,0.83,0.06,0.34,0.5,86.4,3.26,0.0,4.05,-0.0,0.0,0.01,0.74,4.01
162215,6.15,-0.34,0.04,0.95,0.06,0.41,0.59,92.22,3.77,0.0,4.94,-0.0,0.0,0.01,0.74,4.01
26045,4.34,-2.48,0.07,0.6,0.05,0.54,1.15,67.99,8.57,0.01,6.28,-0.02,0.01,0.01,0.82,6.14
175976,4.16,3.22,0.06,0.6,0.05,0.43,0.92,17.3,6.49,0.01,5.12,0.03,0.0,0.01,0.25,5.35
29537,11.31,-0.8,0.13,0.99,0.13,1.12,1.08,89.48,12.19,0.01,13.44,0.01,0.01,0.01,0.84,15.35
247058,-2.25,-8.97,0.12,-0.08,0.05,0.02,0.84,40.81,13.25,0.01,-0.61,-0.03,0.01,0.0,0.51,5.92
26837,0.43,-0.85,0.03,0.14,0.0,0.14,0.87,98.5,3.03,0.01,1.66,-0.01,0.0,0.0,0.96,1.62
94760,,,0.13,,0.07,,,,,0.01,0.0,-0.05,0.01,0.01,0.78,8.55
159947,,,0.08,,0.06,,,,,0.01,0.0,-0.01,0.01,0.01,0.97,9.13
60866,-4.34,0.38,0.09,-0.41,-0.05,-0.22,1.01,99.9,9.6,0.01,-3.08,-0.0,-0.0,-0.0,0.42,-2.14
216971,8.9,-3.22,0.13,0.78,0.08,0.97,1.13,84.64,13.16,0.01,11.33,-0.04,0.01,0.01,0.81,9.67
206630,7.24,0.31,0.04,1.12,0.07,0.5,0.65,94.01,4.1,0.01,6.02,-0.0,0.0,0.01,0.92,5.56
140219,9.54,-2.16,0.11,0.84,0.09,0.85,0.92,86.36,10.59,0.01,10.06,-0.02,0.01,0.01,0.84,10.01
71459,5.18,-1.97,0.13,0.31,0.07,0.45,0.65,24.31,13.23,0.01,4.65,-0.01,0.01,0.0,0.3,6.0
172727,0.59,-0.14,0.03,0.21,0.01,0.16,0.94,96.55,2.86,0.01,1.85,0.0,0.0,0.0,0.88,2.37
126674,1.24,0.46,0.03,0.4,0.01,0.21,0.93,88.64,2.92,0.01,2.45,0.0,0.0,0.0,0.88,2.37
137789,5.85,-6.31,0.13,0.55,0.08,0.7,1.11,85.28,12.92,0.01,7.8,-0.04,0.01,0.01,0.81,9.67
32318,,,0.11,,0.1,,,,,0.01,0.0,0.03,0.01,0.01,0.73,9.96
63701,11.37,2.45,0.05,1.17,0.03,0.61,0.54,41.37,5.15,0.01,7.47,-0.02,0.0,0.0,0.5,2.79
105893,10.01,-2.26,0.16,0.86,0.12,1.22,1.3,80.62,15.5,0.01,14.27,-0.0,0.01,0.01,0.7,15.88
185435,8.68,1.78,0.11,0.76,0.1,0.82,0.96,81.7,11.19,0.01,9.6,0.03,0.01,0.01,0.73,9.96
41696,,,,,,,,,,,,,,,,
98720,5.48,-1.11,0.07,0.81,0.05,0.55,0.96,82.0,6.46,0.01,6.53,-0.02,0.01,0.01,0.82,6.14
28817,14.44,2.23,0.13,1.22,0.13,1.39,1.1,87.06,12.63,0.01,17.14,0.01,0.01,0.01,0.84,15.35
189530,5.34,-1.3,0.11,0.53,0.06,0.56,0.95,96.21,10.27,0.01,6.38,-0.01,0.01,0.01,0.9,6.62
227492,3.44,-3.16,0.07,0.47,0.05,0.43,1.05,63.11,8.05,0.01,4.89,-0.02,0.01,0.01,0.82,6.14
225989,5.5,-0.86,0.11,0.46,0.06,0.5,0.78,67.59,10.05,0.01,5.6,-0.01,0.01,0.01,0.9,6.62
48770,10.26,-1.85,0.16,0.85,0.08,1.19,1.24,75.58,15.26,0.01,13.97,-0.05,0.01,0.01,0.68,10.17
60191,5.74,3.59,0.05,0.93,0.06,0.45,0.73,22.95,4.44,0.01,5.47,0.03,0.0,0.01,0.17,5.12
188000,-0.73,-0.65,0.03,-0.16,0.01,0.08,0.45,45.76,1.97,0.01,0.96,0.0,0.0,0.0,0.88,2.37
121112,7.37,0.48,0.07,1.13,0.06,0.6,0.82,91.28,5.22,0.01,7.31,-0.01,0.01,0.01,0.89,7.44
112769,0.16,-7.34,0.13,0.08,0.06,0.21,1.21,80.08,14.25,0.01,1.48,-0.01,0.01,0.01,0.75,7.52
29852,11.57,-0.54,0.13,1.01,0.13,1.14,1.08,89.35,12.21,0.01,13.73,0.01,0.01,0.01,0.84,15.35
79325,7.41,-1.09,0.18,0.59,0.09,1.3,1.64,45.91,24.31,0.01,13.46,0.0,0.01,0.01,0.56,13.01
165770,,,0.0,,0.19,,,,,0.0,0.0,0.0,0.0,0.01,0.17,1.75
148724,,,0.11,,0.1,,,,,0.01,0.0,0.03,0.01,0.01,0.73,9.96
106613,8.62,-3.35,0.16,0.74,0.12,0.93,1.1,77.48,13.4,0.01,10.76,-0.0,0.01,0.01,0.7,15.88
171800,0.97,-0.4,0.03,0.29,0.0,0.18,0.89,97.64,3.13,0.01,2.15,-0.01,0.0,0.0,0.96,1.62
99197,,,0.1,,0.1,,,,,0.01,0.0,0.01,0.01,0.01,0.48,8.24
218537,10.99,-1.14,0.11,1.01,0.11,1.06,1.04,99.64,11.18,0.01,12.72,-0.01,0.01,0.01,0.92,11.84
113831,5.9,0.99,0.01,1.03,0.03,0.2,0.2,27.05,1.1,0.0,2.44,0.0,0.0,0.0,0.6,1.87
39248,4.5,-2.01,0.05,0.69,0.05,0.47,0.96,87.34,6.27,0.01,5.58,-0.01,0.0,0.01,0.88,5.53
180179,5.19,1.11,0.01,1.12,0.03,0.22,0.26,41.52,1.17,0.0,2.62,0.0,0.0,0.0,0.6,1.87
236789,7.03,0.19,0.04,1.11,0.07,0.54,0.75,97.44,4.65,0.01,6.57,-0.0,0.0,0.01,0.92,5.56
210113,10.56,-1.65,0.16,0.91,0.12,1.22,1.25,84.12,14.58,0.01,14.46,-0.0,0.01,0.01,0.7,15.88
50921,5.1,-1.49,0.08,0.76,0.04,0.53,0.98,81.46,6.66,0.01,6.32,-0.03,0.0,0.01,0.69,5.78
46925,-0.11,-5.63,0.13,0.05,0.08,0.16,0.88,61.26,11.92,0.01,1.2,0.01,0.01,0.01,0.67,9.11
31346,2.23,1.05,0.05,0.66,0.01,0.24,0.72,75.5,2.46,0.01,2.89,0.0,0.0,0.0,0.42,2.17
106388,,,0.11,,0.1,,,,,0.01,0.0,0.03,0.01,0.01,0.73,9.96
146708,-33.71,5.07,0.03,1.7,-0.28,0.52,-0.15,2.33,2.8,-0.0,6.38,0.04,0.0,0.01,0.04,4.71
103319,11.29,-0.83,0.11,1.04,0.11,1.04,1.0,99.99,10.74,0.01,12.59,-0.01,0.01,0.01,0.92,11.84
76652,1.44,0.02,0.04,0.42,0.01,0.22,0.9,95.53,3.18,0.01,2.58,-0.0,0.0,0.0,0.94,2.55
49175,10.98,-1.16,0.13,0.98,0.13,1.12,1.11,91.94,12.38,0.01,13.43,0.01,0.01,0.01,0.84,15.35
126692,5.01,-1.8,0.07,0.81,0.06,0.57,1.1,97.8,6.82,0.01,6.82,-0.01,0.01,0.01,0.89,7.44
152261,5.89,-6.47,0.13,0.55,0.08,0.73,1.16,84.01,13.54,0.01,8.11,-0.04,0.01,0.01,0.81,9.67
114317,12.7,0.45,0.11,1.1,0.11,1.03,0.89,88.54,10.15,0.01,12.57,-0.01,0.01,0.01,0.92,11.84
57266,12.25,0.04,0.11,1.11,0.11,1.12,1.0,98.34,10.85,0.01,13.57,-0.01,0.01,0.01,0.92,11.84
183671,,,0.04,,0.07,,,,,0.01,0.0,-0.0,0.0,0.01,0.92,5.56
208520,8.65,-3.05,0.11,0.78,0.09,0.82,0.96,88.55,10.98,0.01,9.64,-0.02,0.01,0.01,0.84,10.01
164924,1.51,0.07,0.03,0.44,0.0,0.22,0.88,96.94,3.1,0.01,2.62,-0.01,0.0,0.0,0.97,1.77
222479,1.2,-0.2,0.04,0.36,0.01,0.21,0.96,97.6,3.38,0.01,2.45,-0.0,0.0,0.0,0.92,2.59
192392,10.63,-1.27,0.11,0.94,0.09,0.92,0.92,90.09,10.41,0.01,11.09,-0.02,0.01,0.01,0.84,10.01
185912,6.65,-0.5,0.12,0.53,0.05,0.48,0.74,79.83,9.91,0.01,5.35,0.0,0.01,0.01,0.81,8.05
37565,5.77,-0.95,0.07,0.92,0.06,0.6,1.03,97.97,6.37,0.01,7.24,-0.01,0.01,0.01,0.96,8.34
102338,0.8,-0.51,0.03,0.24,0.01,0.17,0.83,98.4,2.92,0.01,1.96,-0.01,0.0,0.0,0.96,1.78
29492,-2.54,-8.14,0.12,-0.12,0.05,-0.02,0.93,60.91,12.56,0.01,-1.07,-0.02,0.01,0.0,0.8,5.79
74555,4.39,2.64,0.06,0.49,0.05,0.37,0.69,9.86,6.48,0.01,4.34,0.03,0.0,0.01,0.25,5.35
48221,4.84,-7.74,0.16,0.42,0.12,0.73,1.27,56.99,17.98,0.01,7.42,-0.0,0.01,0.01,0.7,15.88
34244,1.21,-0.19,0.03,0.36,0.01,0.21,0.94,98.15,3.3,0.01,2.44,-0.01,0.0,0.0,0.96,1.78
104507,8.56,-2.83,0.11,0.8,0.11,0.72,0.85,97.46,9.22,0.01,8.56,-0.01,0.01,0.01,0.92,11.84
124388,-0.39,-1.2,0.03,-0.11,-0.0,0.08,1.09,93.22,3.37,0.01,0.87,-0.01,0.0,-0.0,0.89,0.98
154232,-5.16,-0.28,0.09,-0.4,-0.05,-0.19,0.76,65.42,8.99,0.01,-2.65,-0.0,-0.0,-0.0,0.42,-2.14
207674,10.75,-1.11,0.11,0.95,0.11,0.88,0.87,90.89,9.73,0.01,10.6,-0.01,0.01,0.01,0.92,11.84
48761,9.56,-2.62,0.16,0.8,0.08,1.13,1.24,75.64,15.27,0.01,13.11,-0.05,0.01,0.01,0.68,10.17
103652,-0.9,-1.39,0.03,-0.24,0.0,0.05,0.86,69.56,3.06,0.01,0.51,-0.0,0.0,0.0,0.59,1.65
252890,1.09,-0.27,0.03,0.32,0.0,0.18,0.82,97.1,2.87,0.01,2.18,-0.01,0.0,0.0,0.96,1.62
34514,0.6,-0.69,0.03,0.19,0.0,0.15,0.85,97.6,2.98,0.01,1.81,-0.01,0.0,0.0,0.97,1.77
140291,,,0.04,,0.02,,,,,0.01,0.0,0.02,0.0,0.01,0.71,3.71
186056,22.39,6.91,0.05,1.47,0.06,0.7,0.33,3.95,4.81,0.01,8.66,0.03,0.0,0.01,0.17,5.12
41543,13.81,1.22,0.11,1.21,0.11,1.04,0.83,93.06,9.24,0.01,12.77,-0.01,0.01,0.01,0.92,11.84
200906,3.14,-3.8,0.13,0.24,0.07,0.36,0.73,31.7,13.09,0.01,3.59,-0.01,0.01,0.0,0.3,6.0
171692,0.6,-0.53,0.03,0.15,0.01,0.14,0.66,63.21,2.85,0.01,1.69,-0.0,0.0,0.0,0.95,2.09
144179,5.62,-1.28,0.09,0.89,0.05,0.68,1.23,95.69,7.69,0.01,8.2,-0.02,0.01,0.01,0.87,8.38
175571,5.8,-1.24,0.09,0.92,0.06,0.81,1.44,94.58,9.1,0.01,9.67,-0.01,0.01,0.01,0.95,9.54
221417,6.69,-4.18,0.13,0.59,0.07,0.6,0.84,81.05,10.0,0.01,6.9,-0.05,0.01,0.01,0.78,8.55
67679,-1.67,-1.13,0.01,-0.4,-0.01,0.06,0.37,70.12,1.53,0.0,0.68,-0.01,0.0,-0.0,0.7,1.11
188036,0.4,-0.15,0.03,0.1,0.01,0.12,0.44,43.0,2.0,0.01,1.47,0.0,0.0,0.0,0.88,2.37
239111,4.75,-1.8,0.11,0.48,0.06,0.51,0.93,96.78,10.0,0.01,5.72,-0.01,0.01,0.01,0.9,6.62
97595,6.17,-0.54,0.11,0.6,0.06,0.65,1.0,93.64,10.95,0.01,7.49,-0.01,0.01,0.01,0.9,6.62
169874,-28.92,5.38,0.08,0.6,0.08,0.43,-0.13,4.66,6.41,0.01,5.02,-0.03,0.0,0.0,0.55,4.36
110717,1.56,0.13,0.03,0.46,0.01,0.23,0.96,97.28,3.37,0.01,2.78,-0.0,0.0,0.0,0.95,2.09
37529,1.88,-0.64,0.11,0.17,-0.0,0.3,0.77,47.21,14.03,0.01,2.73,-0.01,0.0,0.0,0.74,3.03
179243,5.03,-2.3,0.13,0.32,0.07,0.47,0.7,28.12,13.33,0.01,4.82,-0.01,0.01,0.0,0.3,6.0
66851,-0.48,-1.18,0.05,-0.04,0.01,0.08,1.14,22.47,7.06,0.01,0.74,0.0,0.0,0.0,0.42,2.17
29348,3.71,-2.76,0.11,0.37,0.05,0.44,0.96,89.2,10.76,0.01,4.87,-0.02,0.01,0.0,0.85,5.92
99134,13.39,5.66,0.11,1.03,0.1,1.11,0.91,67.53,11.69,0.01,13.43,0.03,0.01,0.01,0.73,9.96
234476,8.71,-3.66,0.14,0.75,0.11,1.08,1.27,77.7,15.48,0.01,12.36,-0.01,0.01,0.01,0.81,14.18
66293,0.9,-6.05,0.08,0.17,0.04,0.21,1.09,86.45,7.16,0.01,2.27,-0.03,0.0,0.01,0.69,5.78
252161,6.18,-0.49,0.08,0.96,0.04,0.58,0.93,92.33,5.93,0.01,7.05,-0.03,0.0,0.01,0.69,5.78
172403,7.36,-4.71,0.11,0.65,0.09,0.83,1.11,80.66,13.3,0.01,9.49,-0.02,0.01,0.01,0.84,10.01
249803,5.62,-1.09,0.07,0.87,0.06,0.6,1.05,89.77,6.79,0.01,7.18,-0.01,0.01,0.01,0.89,7.44
224684,3.38,-1.26,0.04,0.51,0.06,0.22,0.39,85.92,2.53,0.0,2.6,-0.0,0.0,0.01,0.74,4.01
103094,2.16,-4.29,0.13,0.18,0.07,0.31,0.71,28.13,13.49,0.01,2.82,-0.01,0.01,0.0,0.3,6.0
180206,4,-9.21,0.13,0.39,0.08,0.62,1.27,77.24,15.55,0.01,6.39,-0.04,0.01,0.01,0.81,9.67
122939,5.66,-0.96,0.05,0.87,0.05,0.56,0.95,90.02,6.12,0.01,6.68,-0.01,0.0,0.01,0.88,5.53
155591,-4.2,0.56,0.09,-0.22,-0.05,-0.08,0.64,37.53,10.03,0.01,-1.41,-0.0,-0.0,-0.0,0.42,-2.14
26063,5.24,-1.93,0.09,0.84,0.05,0.72,1.4,96.07,8.73,0.01,8.62,-0.02,0.01,0.01,0.87,8.38
244880,11.63,-0.4,0.16,0.97,0.12,1.15,1.07,80.03,12.83,0.01,13.73,-0.0,0.01,0.01,0.7,15.88
118862,0.97,-7.78,0.16,0.14,0.06,0.31,1.08,42.09,16.74,0.01,2.34,-0.02,0.01,0.0,0.5,8.01
123524,5.02,-2.38,0.09,0.81,0.06,0.75,1.51,96.36,9.43,0.01,8.89,-0.01,0.01,0.01,0.96,9.92
165977,,,0.11,,0.11,,,,,0.01,0.0,-0.01,0.01,0.01,0.92,11.84
81908,11.56,3.38,0.13,0.89,0.08,0.83,0.75,66.68,9.62,0.01,9.91,0.01,0.01,0.01,0.67,9.11
48473,9.28,2.14,0.11,0.82,0.1,0.82,0.91,84.57,10.42,0.01,9.71,0.03,0.01,0.01,0.73,9.96
153611,6.09,-0.9,0.09,0.97,0.06,0.87,1.51,96.58,9.4,0.01,10.47,-0.01,0.01,0.01,0.95,9.94
88640,9.07,-3.34,0.14,0.8,0.11,1.09,1.26,85.09,14.64,0.01,12.69,-0.01,0.01,0.01,0.81,14.18
84743,1.25,-0.18,0.04,0.37,0.01,0.23,1.12,98.2,3.92,0.01,2.69,-0.0,0.0,0.0,0.94,2.55
220589,-10.39,-1.72,0.01,-1.47,0.03,-0.03,0.16,17.67,1.05,0.0,-0.32,0.0,0.0,0.0,0.6,1.87
244268,12.73,0.55,0.13,1.11,0.13,1.23,1.08,90.4,12.19,0.01,15.02,0.01,0.01,0.01,0.84,15.35
105020,-1.43,-8.06,0.13,-0.03,0.08,0.07,1.07,61.78,14.44,0.01,-0.24,0.01,0.01,0.01,0.67,9.11
220976,,,0.11,,0.11,,,,,0.01,0.0,-0.01,0.01,0.01,0.92,11.84
158111,9.4,0.84,0.18,0.66,0.05,1.05,1.12,42.74,17.17,0.01,11.82,-0.04,0.01,0.0,0.42,7.36
180305,8.49,1.37,0.11,0.73,0.1,0.71,0.83,78.71,9.87,0.01,8.32,0.03,0.01,0.01,0.73,9.96
229499,4.79,-1.52,0.05,0.77,0.06,0.44,0.82,97.62,5.05,0.01,5.21,-0.0,0.01,0.01,0.95,6.16
207746,5.5,-1.14,0.09,0.85,0.05,0.56,0.98,89.41,6.35,0.01,6.69,-0.02,0.01,0.01,0.87,8.38
228662,-0.46,-0.76,0.03,-0.12,0.0,0.09,0.64,69.56,2.28,0.01,1.0,-0.0,0.0,0.0,0.59,1.65
190565,18.51,2.67,0.01,1.52,0.03,0.34,0.15,6.11,1.79,0.0,4.14,0.0,0.0,0.0,0.6,1.87
