investment_class,currency,total_assets,yield,greatstone_rating,inception_date,tag,fund_size,return_ytd
Blend,USD,16430000.0,1.7,4,2007-08-29,91547,Large,4.28
Growth,USD,96290000.0,0.0,3,2010-07-29,73106,Small,22.07
,USD,123560000.0,1.59,2,2016-02-29,112589,,9.35
Value,USD,14160000.0,1.2,,2013-02-27,73853,Large,9.97
Blend,USD,1680000000.0,2.09,4,2018-01-31,225512,Large,10.17
Blend,USD,8450000000.0,2.21,4,2012-05-17,204047,Large,8.86
Value,USD,12250000000.0,1.79,4,2011-11-29,99791,Medium,1.12
Blend,USD,807610000.0,3.7,2,2005-04-28,55385,Large,14.79
Blend,USD,3710000.0,2.54,3,2016-02-04,89369,Large,5.17
Growth,USD,35630000.0,0.0,2,2016-01-10,186263,Small,14.78
Growth,USD,92350000.0,0.0,2,2013-12-01,140813,Medium,19.34
Blend,USD,924190000.0,1.06,1,1994-07-31,193877,Large,16.38
Blend,USD,764560000.0,0.88,2,2011-12-29,33191,Large,7.13
Blend,USD,1250000000.0,2.61,3,2004-12-28,101600,Large,9.31
,USD,381660000.0,2.24,3,1992-10-08,229175,,1.28
Blend,USD,8450000000.0,1.86,4,2012-05-17,52010,Large,8.65
Blend,USD,761370000.0,0.53,3,1998-11-01,43145,Large,11.52
Growth,USD,2740000000.0,0.71,4,2005-02-24,126557,Large,13.06
Growth,USD,252260000.0,0.8,3,2014-05-26,42299,Large,8.03
Blend,USD,27520000.0,6.34,3,2015-12-30,204506,Medium,8.41
Growth,USD,12610000.0,1.39,0,2017-09-05,191798,Large,12.8
Blend,USD,6430000.0,0.41,4,2015-12-30,63638,Medium,15.3
Growth,USD,392560000.0,1.35,,2009-04-23,169523,Large,15.08
Blend,USD,929900000.0,0.0,2,2001-02-19,66716,Medium,9.62
,USD,56540000.0,0.0,3,2013-07-15,130490,,3.24
Value,USD,425110000.0,0.67,2,2005-12-14,62918,Large,13.55
Growth,USD,4440000000.0,0.7,,1990-10-31,82268,Large,15.62
Value,USD,181690000.0,0.0,3,2003-11-03,39959,Medium,15.64
Growth,USD,75130000.0,0.66,4,2011-08-18,51101,Medium,16.39
Growth,USD,6290000000.0,1.34,3,2015-01-15,208718,Large,11.55
Blend,USD,336200000.0,3.21,,1997-02-06,87272,Medium,2.71
Growth,USD,1600000000.0,2.05,4,2007-10-08,93680,Large,5.67
Value,USD,1520000000.0,2.83,,2012-09-23,118358,Large,10.03
Growth,USD,60190000.0,0.58,5,2016-03-30,146735,Large,17.84
Blend,USD,1080000000.0,0.0,2,2010-01-31,47771,Large,14.52
Blend,USD,29280000000.0,3.28,,2001-02-11,243260,Medium,3.95
Value,USD,1100000000.0,0.11,4,2006-05-01,41183,Large,7.99
Growth,USD,956700000.0,0.0,,2003-05-14,82016,Medium,7.18
Growth,USD,3760000000.0,1.46,,2001-02-28,199322,Large,11.62
Blend,USD,3450000000.0,2.37,5,2011-05-30,96578,Large,6.76
Growth,USD,2730000000.0,0.58,2,2000-10-15,139706,Medium,12.23
Growth,USD,14850000.0,0.0,1,2013-12-15,252818,Large,2.79
Growth,USD,3270000000.0,0.0,,2013-08-12,95921,Large,16.58
Growth,USD,457920000.0,0.0,3,1997-12-30,193895,Small,19.75
Blend,USD,728310000.0,0.62,4,2016-05-01,245735,Small,14.22
Growth,USD,25860000.0,1.95,2,2006-03-30,40670,Small,3.48
Value,USD,19570000000.0,2.8,3,2012-09-23,141029,Large,11.65
Value,USD,1210000000.0,4.07,4,2016-03-01,244295,Large,8.59
Blend,USD,1810000000.0,2.32,2,2010-02-28,43379,Medium,2.31
Growth,USD,13500000000.0,1.26,5,2007-05-30,181448,Large,11.31
,USD,2740000000.0,16.44,3,2010-05-27,183149,,15.22
Value,USD,852980000.0,2.78,2,2015-08-27,210959,Large,6.67
Blend,USD,104010000.0,2.54,,2017-07-24,79928,Large,5.16
Blend,USD,402980000.0,0.0,,2015-05-26,126764,Small,15.61
Blend,USD,44230000.0,2.67,1,2013-06-30,87956,Large,6.68
Value,USD,6750000000.0,1.97,4,2002-01-31,32867,Medium,2.3
Growth,USD,2570000000.0,0.0,,2013-04-30,92969,Small,19.05
Value,USD,6410000000.0,2.37,4,1996-01-11,46682,Medium,1.61
Blend,USD,10280000.0,2.19,3,2012-12-19,122534,Large,6.81
Growth,USD,686060000.0,0.0,2,2018-03-01,49499,Small,18.12
Value,USD,109980000.0,0.85,2,2013-06-30,70991,Large,8.96
,USD,99080000.0,0.69,4,2012-12-27,127466,,1.24
Value,USD,645310000.0,2.12,2,2015-08-27,208439,Large,5.47
Growth,USD,27400000000.0,2.63,3,2000-06-28,244448,Large,3.21
Value,USD,3970000000.0,2.14,4,2017-02-27,113138,Large,11.52
Value,USD,15650000.0,0.0,0,2016-04-28,57824,Large,1.11
Blend,USD,151050000.0,2.21,,2015-11-01,69119,Large,8.27
Growth,USD,4150000000.0,0.0,1,1992-09-20,253160,Large,11.65
Blend,USD,2300000000.0,0.29,,1986-03-02,96119,Large,11.29
Blend,USD,58210000.0,0.0,,2004-08-09,194471,Medium,13.51
Value,USD,852980000.0,2.68,2,2015-08-27,207584,Large,6.69
Blend,USD,72540000.0,2.08,4,2010-08-01,208700,Large,10.05
Blend,USD,21370000.0,0.0,,2004-08-31,214523,Large,-22.57
Value,USD,6750000000.0,1.14,3,2002-01-31,32876,Medium,1.98
Value,USD,70550000.0,1.09,0,2017-07-24,67868,Large,1.31
Value,USD,168390000.0,2.9,1,2006-06-07,40409,Small,3.3
Growth,USD,4920000000.0,0.0,,1998-04-30,130319,Large,16.77
Value,USD,32170000.0,4.98,1,2014-06-01,69776,Large,-6.82
Blend,USD,1130000000.0,1.97,,2008-05-29,37826,Large,11.32
Blend,USD,69290000.0,2.39,2,2006-02-15,72332,Medium,2.46
Value,USD,1790000000.0,1.75,3,2014-12-30,226115,Large,11.04
Growth,USD,685010000.0,0.0,4,2008-01-10,99026,Large,17.19
Growth,USD,40210000.0,0.41,3,2014-06-26,160892,Large,4.06
,USD,412990000.0,2.29,,2009-02-04,187010,,3.27
Growth,USD,1210000000.0,0.03,3,1995-08-23,182969,Large,14.78
Blend,USD,3440000000.0,1.87,3,2001-09-23,91790,Medium,16.38
Blend,USD,869010000.0,2.27,4,2015-12-03,233657,Large,7.32
Blend,USD,212010000.0,1.01,2,2001-04-29,112850,Small,10.51
Growth,USD,587550000.0,0.0,3,2012-09-23,243395,Medium,19.34
Growth,USD,14890000000.0,0.0,4,2008-11-02,132281,Large,19.21
Growth,USD,1950000000.0,0.0,3,2001-05-06,123218,Medium,14.9
Growth,USD,107480000.0,0.0,,2013-06-30,41822,Small,14.38
Growth,USD,1640000.0,0.18,2,2016-02-28,106190,Medium,14.67
Blend,USD,203390000.0,1.97,,2009-03-01,243890,Medium,15.03
Blend,USD,442750000.0,1.87,3,2003-09-30,101843,Large,6.81
Growth,USD,4920000000.0,0.0,2,1991-08-21,237842,Large,16.77
Value,USD,1330000.0,0.0,2,2003-01-06,218690,Large,9.25
Growth,USD,46360000.0,0.07,,2011-12-15,101204,Medium,14.81
Value,USD,35770000.0,1.36,1,2004-02-18,119726,Large,9.64
Growth,USD,1460000000.0,0.0,,1994-04-28,242657,Large,22.23
Growth,USD,624990000.0,0.0,2,2012-08-27,101429,Large,16.96
Blend,USD,22020000.0,0.85,3,2001-04-18,213371,Large,16.2
Value,USD,763000000.0,0.0,3,1999-02-28,85103,Medium,10.25
Blend,USD,310480000.0,1.79,4,2004-01-29,63854,Large,8.45
Growth,USD,1510000000.0,1.17,4,2002-04-30,118763,Large,16.71
Growth,USD,3140000000.0,0.21,,1990-01-21,187748,Medium,15.87
Blend,USD,53580000.0,2.21,3,2011-01-30,167660,Large,9.33
Growth,USD,764210000.0,0.0,3,1994-06-30,185471,Large,13.52
Growth,USD,3390000000.0,0.0,3,1992-02-13,91763,Medium,20.37
Value,USD,474470000.0,3.61,1,2003-09-29,31832,Medium,3.88
Blend,USD,5060000000.0,2.4,2,1968-03-13,225062,Large,10.95
,USD,10830000.0,0.0,0,2017-09-20,195020,,-2.51
,USD,5080000.0,4.4,,2014-12-30,38294,,5.1
Blend,USD,3720000000.0,2.41,2,2010-02-28,239588,Medium,2.5
Value,USD,8010000000.0,0.0,4,2002-07-30,71954,Medium,14.25
Growth,USD,938540000.0,0.43,1,1990-01-21,182240,Large,14.79
Value,USD,1310000000.0,0.92,2,1995-05-31,226358,Large,11.51
Value,USD,645310000.0,2.48,2,2015-08-27,207251,Large,5.56
Value,USD,595080000.0,4.59,3,2008-01-27,118592,Large,10.87
Blend,USD,2040000000.0,0.7,3,2017-08-03,136241,Large,11.09
Blend,USD,42900000.0,0.29,4,2013-08-27,102041,Large,3.18
Growth,USD,863190000.0,4.0,4,2008-01-01,199493,Small,3.4
Value,USD,23340000.0,0.0,3,2002-03-21,214442,Large,3.9
Growth,USD,67270000.0,0.0,2,2004-02-19,213182,Medium,14.18
,USD,508810000.0,3.17,4,1991-12-29,192644,,3.19
Blend,USD,1020000000.0,10.77,2,2011-08-30,195227,Medium,5.42
Blend,USD,603600000.0,0.0,2,2009-09-28,173591,Small,13.09
Blend,USD,39600000.0,2.54,3,2014-05-29,43964,Large,5.43
Value,USD,80000000.0,2.32,3,2014-06-24,147176,Large,10.62
Blend,USD,37540000.0,1.85,2,1992-02-09,169073,Large,1.7
Growth,USD,3090000000.0,0.0,4,1994-10-20,149138,Large,17.01
Blend,USD,10840000.0,3.22,0,2016-09-25,172331,Large,8.15
Growth,USD,1100000000.0,0.0,3,2009-11-12,227366,Large,17.43
Blend,USD,251820000.0,0.0,2,2007-07-30,153863,Large,6.48
Blend,USD,31450000.0,1.0,0,2017-12-17,36899,Large,-0.95
Growth,USD,1740000000.0,1.96,4,2011-08-11,168200,Medium,16.07
Blend,USD,626520.0,2.84,0,2017-12-28,221876,Large,7.72
Growth,USD,240990000.0,0.09,3,1999-11-02,228104,Large,15.61
Blend,USD,54910000.0,2.14,2,2001-09-23,77651,Large,12.03
Growth,USD,2600000000.0,5.01,5,2015-05-27,121346,Medium,2.34
Growth,USD,124990000.0,0.82,3,2004-12-30,159893,Large,14.45
Growth,USD,475700000.0,0.0,3,2000-11-26,195803,Small,16.21
Value,USD,1620000000.0,2.41,2,1996-09-02,82088,Large,11.59
Blend,USD,3440000000.0,1.41,2,2000-01-31,91466,Medium,16.27
,USD,1560000000.0,2.4,5,2010-11-18,197414,,6.52
Growth,USD,878160000.0,1.1,5,2013-12-19,205667,Large,9.08
Blend,USD,17380000000.0,1.31,5,2007-05-30,211103,Large,9.68
Blend,USD,1980000000.0,2.84,3,2008-04-06,45692,Large,12.26
Growth,USD,926550000.0,2.87,,1995-02-15,200060,Medium,2.9
Blend,USD,5890000000.0,2.59,1,2010-01-03,131462,Small,4.84
Blend,USD,4140000000.0,0.57,4,2013-12-12,130355,Large,3.71
Blend,USD,81760000.0,1.7,1,2006-07-31,87875,Large,10.66
Growth,USD,122580000.0,0.0,5,2010-12-27,156446,Large,20.56
Growth,USD,12610000.0,1.55,0,2017-09-05,191816,Large,12.99
Value,USD,105370000.0,1.82,0,2016-12-27,112607,Large,9.07
Growth,USD,245280000.0,0.0,3,1999-08-01,218969,Large,16.97
Blend,USD,183840000.0,2.18,,2007-12-16,159722,Large,11.31
Blend,USD,5850000000.0,2.15,4,2017-06-06,90359,Large,6.18
Growth,USD,547820000.0,0.0,3,2014-08-27,136007,Large,16.0
Value,USD,17080000000.0,2.14,4,2015-08-27,236771,Large,9.8
Blend,USD,110020000.0,0.59,1,2011-09-18,184616,Large,9.39
Blend,USD,9200000.0,3.43,,2015-09-08,244997,Medium,17.81
Growth,USD,10830000000.0,1.15,3,1995-12-27,38384,Large,10.32
Growth,USD,81240000.0,0.0,,1998-04-16,213578,Large,11.88
Growth,USD,374270000.0,0.0,3,2004-12-19,223955,Small,13.62
Growth,USD,123230000.0,1.13,3,2011-07-28,134324,Large,13.24
Value,USD,1830000000.0,0.35,1,2014-09-28,127745,Large,7.36
Blend,USD,171560000.0,0.23,4,2016-10-23,112949,Small,13.1
Blend,USD,63990000000.0,1.07,4,1984-10-31,245699,Large,10.76
Blend,USD,80020000.0,1.7,2,2012-09-23,116405,Large,11.74
Value,USD,119820000.0,3.18,,2015-09-27,86984,Medium,2.17
Blend,USD,458000000.0,0.0,2,2013-02-11,223694,Medium,0.98
Growth,USD,45580000.0,0.02,5,2015-12-28,162359,Large,17.88
Value,USD,239910000.0,1.84,,2013-12-19,128348,Large,10.61
Blend,USD,38290000.0,2.15,2,2012-09-23,118250,Large,11.44
Value,USD,45570000000.0,2.24,3,2001-05-13,247913,Large,11.96
Blend,USD,321310000.0,2.54,3,2009-05-03,31238,Large,8.07
Growth,USD,3100000000.0,0.0,4,2001-05-31,150065,Large,15.93
Blend,USD,1840000000.0,0.55,3,1999-01-26,205964,Large,10.02
Value,USD,208330000.0,2.22,,2006-04-30,166283,Large,12.29
Blend,USD,173090000000.0,2.76,2,2009-01-25,247031,Large,2.95
Blend,USD,1940000000.0,0.97,3,1992-10-04,226286,Large,10.46
Blend,USD,530280000.0,1.57,3,2007-07-29,26072,Large,12.78
Growth,USD,,,1,2010-05-31,56186,Small,
Blend,USD,185790000.0,1.92,,2004-11-16,91709,Large,3.72
Growth,USD,33840000.0,0.0,3,2012-06-27,142874,Large,22.3
,USD,113070000.0,2.55,3,2004-01-01,155069,,2.66
Growth,USD,445150000.0,0.0,4,2002-05-07,34091,Medium,30.44
Growth,USD,254420000.0,0.0,2,2012-11-07,61379,Medium,13.26
Blend,USD,210270000.0,2.25,3,1993-04-21,221426,Medium,2.66
Blend,USD,881060000.0,1.75,2,1981-12-17,77309,Large,12.23
Growth,USD,11460000000.0,0.0,4,2009-07-05,136268,Medium,17.52
Blend,USD,32550000.0,0.46,2,2014-12-14,229535,Large,10.57
Blend,USD,7560000000.0,4.11,,2015-08-03,35675,Small,0.97
Growth,USD,68540000.0,2.36,2,2016-10-30,47609,Small,3.05
Value,USD,12720000.0,2.46,2,2012-11-26,46772,Large,11.45
Growth,USD,219200000.0,0.0,2,1998-04-15,138356,Small,12.25
Value,USD,46830000.0,2.29,2,2008-10-05,45386,Large,7.19
Value,USD,387770000.0,7.75,4,2006-05-23,82223,Small,4.03
,USD,113460000.0,1.7,4,2014-12-30,156365,,3.68
Growth,USD,190810000.0,0.61,0,2018-02-08,61982,Large,10.22
Growth,USD,185890000.0,0.0,5,2014-06-09,45071,Large,16.97
Value,USD,178420000.0,2.04,1,2005-12-14,56312,Large,7.94
Blend,USD,16360000.0,2.13,,2016-12-12,184220,Large,11.08
Value,USD,19310000.0,1.14,4,2007-06-28,139274,Medium,0.86
Blend,USD,895610000.0,2.55,1,1964-03-29,116117,Medium,4.33
Value,USD,2550000000.0,1.21,,2000-10-23,89297,Medium,0.43
Value,USD,89580000.0,1.0,,2017-01-31,95372,Medium,16.55
Value,USD,601970000.0,1.39,1,1996-04-03,179549,Large,1.91
Blend,USD,117510000.0,0.0,2,2011-12-20,66311,Large,11.08
Value,USD,190430000.0,1.71,3,2015-09-14,49058,Large,11.39
Blend,USD,125240000.0,1.67,1,2012-11-29,113057,Medium,2.3
Blend,USD,4170000000.0,2.2,2,1999-06-30,233000,Large,9.82
Growth,USD,52140000.0,5.2,5,2012-09-25,51866,Large,13.6
,USD,21570000.0,5.41,0,2017-07-26,44153,,4.57
Growth,USD,88540000.0,0.97,4,1997-07-27,231803,Large,14.05
Growth,USD,95410000000.0,2.4,3,2017-01-26,95498,Large,12.25
Growth,USD,308460000.0,0.38,4,2014-03-31,154682,Large,16.65
Blend,USD,446790000.0,0.0,,2009-05-17,201599,Medium,9.94
Value,USD,1430000000.0,1.68,2,2012-05-17,195443,Large,1.37
Value,USD,5850000000.0,2.3,5,2017-01-26,30788,Large,1.96
Growth,USD,86820000.0,1.38,,1984-01-17,233432,Large,13.29
Growth,USD,115580000.0,2.35,2,1994-10-20,151793,Large,12.7
Blend,USD,5550000.0,0.4,2,2015-06-29,231434,Large,9.08
Value,USD,86760000.0,1.33,2,2005-10-30,105695,Medium,8.61
Growth,USD,10740000.0,0.78,2,2015-07-30,98081,Large,13.41
Blend,USD,551600000.0,0.0,2,1994-11-30,210077,Large,10.28
Blend,USD,2610000000.0,1.63,3,2007-04-01,125171,Large,9.43
Blend,USD,9280000000.0,2.1,4,2015-11-19,207233,Large,10.19
Blend,USD,1040000000.0,0.0,2,1999-06-08,149588,Large,12.18
Blend,USD,13070000.0,0.0,1,2013-12-25,108692,Medium,15.41
Blend,USD,25070000.0,0.59,,2017-09-17,248264,Large,11.51
Value,USD,20090000000.0,1.79,3,2002-09-29,210707,Large,10.86
Growth,USD,47490000.0,0.0,,2011-05-01,71234,Large,18.15
Blend,USD,56340000.0,2.73,5,1993-12-09,76661,Medium,2.55
Value,USD,2980000000.0,1.74,,1997-07-30,41210,Large,11.52
Value,USD,14530000.0,1.15,2,2013-12-22,166157,Large,8.06
Blend,USD,61570000.0,1.98,,2011-01-30,167237,Large,10.22
Blend,USD,81760000.0,2.17,2,2006-07-31,87884,Large,10.77
Growth,USD,115580000.0,3.07,2,2018-01-24,157409,Large,12.77
Blend,USD,13830000.0,0.0,1,2013-06-02,199232,Large,5.2
Value,USD,23360000.0,0.69,5,2014-01-29,57077,Medium,17.95
Value,USD,2420000000.0,0.49,,2011-05-25,170297,Small,15.03
Blend,USD,3750000000.0,1.44,5,1988-07-10,241109,Large,10.13
Blend,USD,2330000000.0,4.92,3,2011-03-30,98837,Small,4.11
Blend,USD,972680000.0,0.47,0,2017-03-19,69731,Medium,15.43
Blend,USD,813760000.0,1.71,3,2009-05-27,123506,Large,8.31
Growth,USD,1680000000.0,0.64,3,2013-01-27,171710,Large,12.22
Blend,USD,17850000.0,2.83,3,2014-12-14,229481,Large,5.88
Growth,USD,695650000.0,0.0,3,1999-11-29,212345,Medium,13.18
Blend,USD,26140000.0,1.04,2,2016-02-28,109025,Medium,13.26
Value,USD,14900000.0,2.19,,2014-10-13,124289,Small,-1.77
Growth,USD,417360000.0,0.0,,2012-02-26,223082,Small,15.46
Blend,USD,662930000.0,0.7,4,2014-09-30,124739,Medium,10.84
Growth,USD,263760000.0,0.47,3,2005-11-03,151802,Large,16.07
Blend,USD,70490000.0,2.13,3,1985-12-25,85751,Medium,2.87
Growth,USD,823790000.0,0.0,3,2007-09-27,35873,Small,18.83
,USD,12080000.0,2.75,0,2017-09-20,194759,,1.74
Value,USD,68070000.0,2.17,2,1993-12-16,50516,Medium,2.21
Value,USD,5330000000.0,1.15,,2017-02-27,239876,Small,13.83
Blend,USD,161040000.0,4.26,4,2017-07-31,242963,Small,6.56
,USD,145150000.0,3.23,3,2000-07-30,193184,,2.33
,USD,57780000.0,4.35,0,2017-10-09,54602,,4.32
Growth,USD,477600000.0,0.22,5,2005-04-28,61874,Medium,14.75
Growth,USD,45430000.0,0.26,2,2014-07-14,97244,Small,12.87
Blend,USD,10610000.0,0.65,2,2007-04-30,149885,Small,10.27
Blend,USD,9010000.0,1.53,2,2015-12-20,247391,Large,11.54
Value,USD,767490000.0,5.41,3,2014-04-29,84752,Small,8.03
,USD,206270000.0,1.64,3,2009-01-29,40337,,1.75
Value,USD,19120000000.0,1.0,,1994-10-20,150740,Large,9.99
Value,USD,393380000.0,5.2,3,2006-04-27,119537,Large,9.67
Blend,USD,179570000.0,3.3,,1994-04-03,215900,Medium,2.58
Value,USD,15640000.0,2.47,2,2015-08-25,217178,Medium,1.64
,USD,21220000.0,0.13,3,2001-08-15,213929,,21.21
Blend,USD,764560000.0,1.25,,2011-12-29,33173,Large,7.28
Blend,USD,21800000000.0,3.19,4,2004-06-15,82340,Medium,3.95
Value,USD,477270000.0,4.89,3,2013-01-31,67418,Small,3.28
Growth,USD,42690000000.0,0.0,4,2001-03-14,217124,Medium,15.26
Value,USD,203710000.0,5.73,4,2013-09-15,50741,Small,4.79
Blend,USD,252240000.0,2.69,5,1994-02-28,178595,Small,4.37
Growth,USD,599280000.0,0.64,2,1990-04-22,77948,Large,11.01
Blend,USD,389160000.0,3.09,2,1984-06-28,241019,Large,1.97
Blend,USD,10600000000.0,3.66,3,1983-10-06,87164,Medium,2.63
Blend,USD,54740000000.0,2.2,,2015-11-19,209204,Large,9.02
Blend,USD,49560000.0,0.0,3,2016-03-30,29735,Medium,9.21
Blend,USD,5450000.0,1.13,,2015-11-29,249209,Large,8.01
Blend,USD,391910000.0,2.1,2,2014-10-13,168704,Small,3.49
Blend,USD,336200000.0,2.98,4,1987-05-03,87281,Medium,2.65
Blend,USD,23650000.0,1.12,,2015-05-28,153233,Large,11.86
Growth,USD,155110000.0,0.0,3,2002-02-04,204812,Large,9.5
Value,USD,100950000.0,0.5,4,2011-09-29,114092,Small,12.85
Blend,USD,1120000000.0,2.51,,2011-12-26,224441,Medium,2.67
Growth,USD,9470000000.0,0.0,4,2006-06-11,102554,Large,13.04
Value,USD,1340000000.0,8.2,,2011-02-16,120545,Medium,20.18
Value,USD,65280000.0,1.31,4,2011-05-18,77822,Medium,0.39
Growth,USD,1360000000.0,6.03,4,2013-07-25,31319,Medium,3.86
Blend,USD,65380000.0,1.13,2,1996-09-30,92771,Large,7.13
Blend,USD,5560000000.0,1.96,3,2005-03-31,162116,Medium,3.56
Blend,USD,465610000.0,2.23,4,2012-07-01,133829,Large,11.39
Growth,USD,79310000.0,0.0,4,2017-04-30,178298,Small,21.17
Blend,USD,561660000.0,1.95,3,2002-09-11,84455,Medium,16.04
Blend,USD,193440000.0,2.42,2,2000-10-01,161738,Medium,2.68
Growth,USD,2790000000.0,0.32,5,2017-11-19,61460,Medium,14.44
Growth,USD,3820000000.0,0.0,5,2005-10-13,130832,Large,16.09
Growth,USD,3850000000.0,0.0,2,1996-02-26,241361,Large,7.77
Blend,USD,64840000.0,6.07,,2011-03-29,74636,Medium,3.24
Value,USD,1260000000.0,4.17,5,2015-06-29,143486,Medium,2.74
Growth,USD,1130000000.0,0.0,2,2001-08-02,252089,Small,9.4
Value,USD,1620000000.0,0.7,2,1999-03-21,179909,Small,11.44
Blend,USD,1390000000.0,1.2,3,1991-10-15,230372,Large,12.77
Blend,USD,426400000.0,1.01,2,1994-10-20,151433,Large,13.33
Growth,USD,15290000000.0,0.0,4,2007-01-15,192626,Medium,19.0
Value,USD,1990000000.0,4.47,2,2011-05-31,134342,Small,3.88
Blend,USD,185790000.0,2.28,2,2013-04-30,91736,Large,3.87
Value,USD,88190000.0,1.8,1,2003-01-27,45620,Large,-15.23
Blend,USD,19100000.0,0.68,3,2015-07-05,235088,Large,4.31
,USD,231880000.0,2.67,3,2010-09-29,37331,,9.42
Value,USD,3790000000.0,0.81,4,2011-12-29,66842,Large,8.92
Blend,USD,645770000.0,2.78,2,2003-05-29,71612,Large,11.98
Value,USD,86610000.0,1.71,3,2008-04-28,55511,Large,10.62
Blend,USD,100990000.0,1.56,4,2008-06-29,225278,Large,12.98
Growth,USD,40210000.0,0.41,3,2014-06-26,160856,Large,3.96
Blend,USD,420540000.0,1.66,3,2003-07-23,77804,Large,6.41
Growth,USD,183600000.0,0.0,2,1993-05-23,34613,Medium,20.11
Growth,USD,394750000.0,25.41,4,2014-02-27,199880,Large,8.66
Blend,USD,3430000000.0,2.62,2,2015-05-28,131084,Large,9.82
Value,USD,1260000000.0,1.65,2,2004-01-01,165293,Small,3.2
Value,USD,483240000.0,3.39,3,1998-01-01,163961,Medium,1.43
Blend,USD,501790000.0,3.08,2,1993-01-04,227645,Medium,3.22
Value,USD,73060000.0,2.25,2,1988-03-09,67589,Medium,1.34
Value,USD,217290000.0,0.53,1,2008-03-30,250352,Large,9.81
Blend,USD,606130000.0,3.89,2,2013-04-02,85499,Medium,4.87
Blend,USD,4100000000.0,2.01,3,1999-05-13,206387,Medium,3.18
Blend,USD,2130000.0,2.04,,2015-08-25,221759,Medium,12.34
Growth,USD,3880000.0,1.84,3,2011-11-29,132884,Large,10.64
Value,USD,239910000.0,1.55,3,2013-12-19,128303,Large,10.54
Growth,USD,267930000.0,0.0,1,1999-01-31,189701,Large,11.0
Value,USD,1350000000.0,1.53,3,2001-08-05,218384,Large,10.94
Growth,USD,85880000.0,0.55,,2015-03-18,239705,Large,18.76
Blend,USD,32140000.0,5.03,1,2013-11-07,177713,Medium,6.79
Growth,USD,5660000000.0,1.29,3,2009-11-22,30338,Large,10.77
Blend,USD,423780000.0,2.4,3,1995-04-30,88388,Large,2.46
Value,USD,2050000000.0,2.84,2,2014-02-27,75554,Large,10.27
Blend,USD,73200000.0,4.77,2,2012-08-05,120149,Small,2.61
Value,USD,8880000000.0,5.73,3,2017-08-20,135125,Small,7.31
Blend,USD,392020000.0,2.14,1,2014-02-09,94355,Medium,2.01
Growth,USD,919260000.0,1.08,2,2014-07-09,202724,Large,14.61
Blend,USD,795090000.0,3.2,3,2001-06-17,217214,Medium,2.74
Blend,USD,108480000.0,0.0,2,2006-02-28,120581,Large,9.6
Blend,USD,264900000.0,1.87,,2013-12-04,166247,Large,9.16
Blend,USD,961880000.0,1.93,,2017-07-19,93077,Large,5.18
Growth,USD,926550000.0,2.54,2,1993-01-03,199160,Medium,2.82
Value,USD,3550000000.0,3.22,4,2009-02-26,119357,Small,3.37
Blend,USD,58210000.0,2.12,2,2015-03-01,229832,Large,9.39
Value,USD,491500000.0,2.02,,2015-12-03,238472,Large,1.17
Growth,USD,1420000.0,0.0,1,2015-11-29,33488,Large,7.3
Blend,USD,470930000.0,0.62,2,2013-10-30,98531,Large,10.56
Growth,USD,8410000000.0,4.12,,2002-07-30,71477,Large,11.93
,USD,10590000.0,2.05,,2013-12-17,219626,,3.43
Blend,USD,525730000.0,2.38,4,2012-11-07,55988,Large,6.66
Blend,USD,,,2,1994-10-02,178451,Large,
Growth,USD,4320000000.0,0.0,3,1970-06-09,29060,Medium,16.56
Value,USD,960180000.0,1.35,3,2012-10-30,144260,Large,10.84
Value,USD,211020000.0,1.38,4,2008-04-30,112841,Large,10.67
Value,USD,2300000000.0,2.29,4,1988-03-14,86210,Large,10.53
Growth,USD,3240000.0,0.17,0,2017-12-13,45359,Large,17.38
Blend,USD,6970000000.0,2.83,3,2000-05-14,245681,Large,8.46
,USD,2020000.0,4.05,,2011-06-29,96686,,4.53
Blend,USD,709080000.0,0.0,3,2003-09-01,40607,Large,11.67
Blend,USD,421230000.0,6.07,4,2015-12-16,230561,Small,3.17
Blend,USD,10370000.0,1.4,1,2012-01-31,46412,Medium,2.05
Blend,USD,1030000000.0,2.29,4,2006-10-29,132326,Large,11.46
Value,USD,112750000.0,5.03,4,2009-09-13,160613,Small,6.35
Blend,USD,17100000.0,2.93,,2011-12-18,101285,Large,10.95
Growth,USD,216930000.0,1.45,0,2016-06-26,99224,Large,16.48
Blend,USD,566230000.0,2.81,3,2004-06-29,250460,Large,8.66
Growth,USD,69220000.0,2.83,,2000-08-06,206252,Medium,3.15
Blend,USD,9200000.0,2.43,3,2015-09-08,244988,Medium,17.45
Growth,USD,123260000.0,0.0,,2009-05-26,173915,Small,27.51
Blend,USD,551820000.0,1.99,5,2000-08-30,76202,Small,6.73
Blend,USD,224640000.0,0.2,,2017-09-28,29465,Small,11.24
Blend,USD,1260000000.0,2.93,5,2006-10-29,132128,Large,9.59
Growth,USD,244740000.0,4.63,3,2009-05-31,118439,Small,2.35
Blend,USD,652000000.0,0.0,,2010-05-09,171629,Small,21.46
Growth,USD,540780000.0,1.91,3,2008-03-27,160397,Large,8.65
Blend,USD,133150000.0,0.0,2,2001-07-31,117404,Medium,15.06
Blend,USD,20990000.0,2.37,3,2012-06-10,174347,Large,11.91
,USD,7740000000.0,2.33,3,1997-01-12,199583,,1.41
Blend,USD,169290000.0,2.29,3,1992-12-13,172565,Medium,2.03
