category,parent_company,fund_id,fund_name
Inflation-Protected Bond,Lord Abbett,1cf52930-1662-472f-b85f-35772bf93de3,Lord Abbett Inflation Focused Fund Class R4
Large Blend,PGIM Funds (Prudential),8386f4f1-c98e-45e9-a173-3c6aa859d69a,PGIM QMA Large-Cap Core Equity Fund- Class A
World Allocation,Goldman Sachs,914a5f83-3814-4380-a8ff-8971bc86ec3c,Goldman Sachs Satellite Strategies Portfolio Class C
Options-based,Rational Funds,90764734-aa68-4f18-aff7-70087f0366d9,Rational Tactical Return Fund Class C
Large Growth,Goldman Sachs,c6dac4a3-3b65-449a-ac63-300760dd97a2,Goldman Sachs Blue Chip Fund Institutional Class
Diversified Emerging Mkts,Victory,c4796340-4b92-4375-b9a1-4f9a2adb7f8c,Victory Trivalent Emerging Markets Small-Cap Fund Class Y
Large Blend,American Funds,d2703cbf-711b-44ea-9de9-f622b5939778,American Funds Investment Company of America Class R-4
Mid-Cap Growth,American Beacon,ce741f07-36c0-43dd-bf76-550c54cc9e79,American Beacon Stephens Mid-Cap Growth Fund Y Class
Mid-Cap Growth,Vanguard,1606527c-8bfa-472a-af42-61ea4a2097ad,Vanguard Mid-Cap Growth Fund Investor Shares
World Large Stock,Pax World,13ea7875-d03a-41f3-8b62-e6c7988ffebb,Pax Ellevate Global Women’s Leadership Fund Institutional Class
Allocation - 30% to 50% Equity,John Hancock,213bfde6-0fea-41fd-8bab-ff31562712be,John Hancock Funds Multi-Index Lifestyle Moderate Portfolio Class R6
Target-Date 2060+,Invesco,cdc2a9af-7078-49b2-b9f3-773254ffed79,Invesco Peak Retirement 2065 Fund Class R6
Foreign Large Blend,AdvisorOne Funds,898951bc-63ea-4c9c-8e44-a9819f4edaf2,AdvisorOne CLS International Equity Fund Class N
World Large Stock,American Funds,33154dd4-c640-4c6d-bd89-0a3cc9643a8e,American Funds Global Growth Portfolio Class 529-E
Large Value,MainStay,355fa885-7da8-4a99-9f25-7fcd73bd1f3b,MainStay Epoch U.S. Equity Yield Fund Investor Class
Allocation - 85%+ Equity,Nationwide,4050aa7e-3c10-4f7e-ab26-7adf31eb9d14,Nationwide Investor Destinations Aggressive Fund Institutional Service Class
Allocation - 70% to 85% Equity,Russell,26a52bdb-4dfe-4832-89f4-57e940ee0a7e,Russell Investments LifePoints Growth Strategy Fund Class R5
Intermediate-Term Bond,AllianceBernstein,275d6243-64e3-48d9-a14c-f5c6fd3760c1,AB Intermediate Bond Portfolio Class R
Allocation - 30% to 50% Equity,Fidelity Investments,92b2cabb-f8fd-4da3-b3d3-3a9f07798532,Fidelity Advisor Asset Manager 40% Fund Class M
Target-Date 2035,John Hancock,a2fd16f4-9508-4009-b589-8974875225fb,John Hancock Funds II Multimanager 2035 Lifetime Portfolio Class R2
Large Blend,Russell,bed3307b-bec8-42a3-915e-7b7e0ffec480,Russell Investments Sustainable Equity Fund Class S
Allocation - 85%+ Equity,Franklin Templeton Investments,0a143953-067d-4687-b8ec-7d31439d3419,Franklin Mutual Shares Fund Class R6
Bear Market,ProFunds,633e4e79-cb1e-46e6-b057-a9c7a453ad9c,ProFunds UltraShort Latin America Fund Investor Class
Large Growth,T. Rowe Price,2806d597-4c05-4b2c-8924-38342007b5a7,T. Rowe Price Institutional Large Cap Growth Fund
Foreign Large Value,State Street Global Advisors,95e137e5-b167-46cb-8c01-36ffb8e6e84f,State Street International Value Spotlight Fund Class K
Allocation - 50% to 70% Equity,Franklin Templeton Investments,56ad1786-e4fc-4a1d-afd1-39864411a5e1,Franklin Moderate Allocation Fund Advisor Class
World Large Stock,John Hancock,b3d6deca-01c2-4fe0-83a5-2698a1a04df9,John Hancock Global Shareholder Yield Fund Class R2
Large Blend,MFS,d8e1c922-05d3-4f76-9e2f-9b64c709210f,MFS Equity Opportunities Fund Class B
Multisector Bond,Ivy Funds,bdddc30f-1424-4bae-9827-57d57482f4ae,Ivy Global Bond Fund Class N
Communications,DWS,80515bf0-9167-45d0-9497-163cdc9d3dad,DWS Communications Fund - Class C
Target-Date 2030,Wells Fargo Funds,dcb1c68d-a763-4afe-9172-c31af1832c34,Wells Fargo Dynamic Target 2030 Fund Class R6
Muni National Interm,JPMorgan,9925f70e-98a3-4be9-ae4b-939fda22d188,JPMorgan Tax Aware Real Return Fund Class SMA
Small Blend,Segall Bryant & Hamill,c893eed3-0fc5-4ade-8837-adeec8e6e46e,Segall Bryant & Hamill Micro Cap Fund Retail Class
Allocation - 85%+ Equity,HSBC,8695e2fc-0092-4fa7-9ff6-e8ecf93c8709,HSBC World Selection Aggressive Strat C
Target-Date 2055,GuideStone Funds,0fa1243d-c9da-44bd-a65d-784536458561,GuideStone Funds MyDestination 2055 Fund Institutional
Allocation - 15% to 30% Equity,MassMutual,4483e54d-1ea1-45aa-ab6a-5e53db2876af,MassMutual RetireSMART Conservative Fund Class R4
Large Blend,Touchstone,514384bc-a24a-4b1c-b7d0-b3be41e2d672,Touchstone Large Cap Focused Fund Class Y
World Large Stock,Janus Henderson,6bcbd984-7c20-4c9f-84f2-aea6bab369d0,Janus Henderson Global Income Managed Volatility Fund Class D
Target-Date 2030,Great-West Funds,ae419ec6-2efb-4efd-beb9-2e1695968955,Great-West SecureFoundation Lifetime 2030 Fund Service Class
World Large Stock,American Funds,b8ae76de-0efe-4543-8639-21ca765dd3f2,American Funds New Perspective Fund Class 529-C
Foreign Large Blend,Russell,a13b865f-2913-4b3f-b418-e3f397afe386,Russell Investments Tax-Managed International Equity Fund Class E
Target-Date 2035,JPMorgan,9850a554-c0d4-4c63-811e-225d5b8a6366,JPMorgan SmartRetirement Blend 2035 Fund Class R2
Mid-Cap Value,Heartland,32da38d4-72ee-4cfe-99cd-5ee48cbe0d1f,Heartland Mid Cap Value Fund Investor Class
Foreign Large Value,Franklin Templeton Investments,8c7cb7ec-a4b7-4bfe-94ed-14bb8176870f,Franklin Mutual International Fund Class R
Large Blend,Thompson IM Funds Inc,994ed57a-f22d-4669-8402-cec439c85c8b,Thompson LargeCap Fund
Target-Date 2000-2010,PGIM Funds (Prudential),e279d472-2352-4127-bc8a-1bddb113e4ef,Prudential Day One 2010 Fund Class R6
Small Growth,Vanguard,2d43b54e-a622-429c-9118-853ef0a4082f,Vanguard Small Capitalization Growth Index Fund Investor Shares
Real Estate,Voya,0bf10f47-a98a-4b86-87f5-2ca19a227003,VY Clarion Real Estate Portfolio Class S
Small Value,Ivy Funds,cae3cc9f-feaf-4d29-808a-5036804e484f,Ivy ProShares Russell 2000 Dividend Growers Index Fund Class I
Muni California Long,Columbia,4bd7ec6d-ba40-4319-8a51-89210382d8d9,Columbia Strategic California Municipal Income Fund Institutional 3 Class
Multialternative,Invesco,f63121bb-cdd1-44b3-8c64-c91b57cd0f0e,Invesco Global Targeted Returns Fund Class C
Infrastructure,Morgan Stanley,fe247df3-5e46-49c9-985c-94de253cbbaa,"Morgan Stanley Institutional Fund, Inc. Global Infrastructure Portfolio Class A"
Mid-Cap Growth,Eventide Funds,3a751128-5968-447a-bc64-e79fbf1a6cf1,Eventide Gilead Class N
Natural Resources,GMO,170b2c82-d92f-474c-80ae-a8743797acf7,GMO Resources Series Fund Class PS
Equity Energy,Invesco,2efb3d0f-834c-4263-ad6a-cdd7cc9d29ba,Invesco Energy Fund Class Y
Foreign Small/Mid Blend,John Hancock,c1909aff-4116-4954-b1c5-1c618b0f0060,John Hancock Funds II International Small Company Fund Class A
Intermediate-Term Bond,Hartford Mutual Funds,cf848d19-853e-4130-8e90-db7be910a2a9,The Hartford Total Return Bond Fund Class A
Allocation - 50% to 70% Equity,Fidelity Investments,4ee7768b-a0af-47cb-b2d4-b4484aea3777,Fidelity Advisor Balanced Fund Class Z
Large Growth,Dreyfus,c16f9e2e-a4d5-4072-932a-6bb35088c6c9,"Dreyfus Research Growth Fund, Inc. Class C"
Small Value,JPMorgan,7427982b-5195-4af3-93b5-29ca375fc128,JPMorgan Small Cap Value Fund Class R4
Foreign Small/Mid Growth,Federated,f41b2592-ae87-4cb5-9f88-7292145ded6c,Federated International Small-Mid Company Fund Class A
Muni Single State Interm,Aquila,e537d0b1-6a81-4ecc-aedc-dc432f11d6c3,Aquila Tax-Free Fund of Colorado Class C
Large Value,Pioneer Investments,12602c5d-e624-4da5-89f6-b65f8475bc65,Pioneer Disciplined Value Fund Class A
Foreign Large Growth,Brown Capital Management,a58b8f77-62fe-45c7-900f-1e8566630ae9,Brown Capital Management International Equity Fund Institutional Shares
Multialternative,Grant Park,ccd3bc4d-3dfe-4ca5-8a08-b7d386ddb21d,Grant Park Multi Alternative Strategies Fund Class N
High Yield Muni,OppenheimerFunds,b42023d1-2070-4a6d-92b2-e41373f3daad,Oppenheimer Rochester AMT-Free Municipals Fund Class C
Long-Short Credit,Salient Funds,e694f9b3-4214-4874-a9e5-bf771b81dbc0,Salient Tactical Muni & Credit Advisor
World Allocation,Old Westbury,d5c1e718-f47c-4506-8561-03ebf0211c1c,Old Westbury Strategic Opportunities Fund
Emerging Markets Bond,DuPont,aa1f371f-9d03-46e9-ade0-1f0f6899d97b,DuPont Capital Emerging Markets Debt Fund Class I
Allocation - 85%+ Equity,Legg Mason,000b6091-3c16-41a1-9df4-fce73767dd21,QS Growth Fund Class A
Foreign Large Blend,BlackRock,1f5eb548-f487-40a2-b030-95cb89fc24e9,BlackRock International Dividend Fund Class K
Intermediate-Term Bond,Eaton Vance,0fa53c12-389d-4823-a873-6c2a273a34ed,Eaton Vance Core Bond Fund Class A
High Yield Bond,Fidelity Investments,24e9ea5d-524e-49b5-8133-cc4d005b95ab,Fidelity Advisor High Income Advantage Fund Class A
High Yield Bond,Barings Funds,b7f6f13c-2721-4d05-b2c0-5290ac43d6c6,Barings Global Credit Income Opportunities Fund Class C
Allocation - 70% to 85% Equity,American Funds,492ea399-81b7-444b-a7a8-ea93fc62dc42,American Funds The Income Fund of America Class A
Diversified Emerging Mkts,GMO,04ae2d90-1b69-4a8b-968f-e3c459767046,GMO Emerging Markets IV
Volatility,Measured Risk Portfolios,0657620a-5ec8-4f01-9c15-c434c91bc1f5,Measured Risk Strategy Fund Class I
Mid-Cap Growth,American Century Investments,f9c8ac59-8915-488e-a228-8e502257bc9c,American Century Heritage Fund I Class
World Large Stock,Baillie Gifford Funds,b7428080-2325-46a2-bd82-605fb4a2d9d2,Baillie Gifford Positive Change Equity Fund Institutional Class
Large Blend,Victory,d9dc091d-0710-46c2-bcc6-11762c06ead6,Victory Diversified Stock Fund Class I
Foreign Large Growth,PNC Funds,73ebb205-f1d4-4f09-a74f-b4cd6d997488,PNC International Growth Fund Class I
Mid-Cap Growth,Legg Mason,01e98109-b3e3-47ab-8c1c-bd4c81652674,ClearBridge Mid Cap Growth Fund Class A
Foreign Large Blend,Nationwide,94c7c518-0b66-4bc3-9bd2-0c7e5eaef623,Nationwide Bailard International Equities Fund Institutional Service Class
Small Growth,Fidelity Investments,2a3f9877-db05-4736-8a2b-7b65777dab4f,Fidelity Advisor Small Cap Growth Fund Class M
Large Growth,T. Rowe Price,f3983379-d4a4-4d13-999a-b09950dc78f3,T. Rowe Price Blue Chip Growth Fund
Allocation - 70% to 85% Equity,Lord Abbett,c7dc0afc-e19b-4372-a786-1282c10a2c34,Lord Abbett Multi-Asset Growth Fund Class F
World Large Stock,Hotchkis & Wiley,8570bd6c-aa50-452c-a6a9-b313e7393ae2,Hotchkis & Wiley Global Value Fund Class I
Foreign Large Growth,American Century Investments,bc706bb1-a25c-49be-bb75-9aacfbf1b0f9,American Century NT International Growth Fund G Class
World Allocation,Natixis Funds,0ed1ea27-84cb-45ac-a6cc-e1855c4ee49e,Loomis Sayles Global Allocation Fund Class Y
World Allocation,Thornburg,f12239bf-81f8-4e02-8f4c-3e2d172de3ad,Thornburg Investment Income Builder Fund Class R5
Large Growth,Nuveen,3175f226-5990-4c06-b740-3cc74fbbe064,Nuveen Large Cap Growth Fund Class A
Multisector Bond,American Century Investments,3a0258e2-b150-46f4-9f29-68b05f36b5a4,American Century Strategic Income Fund R5 Class
High Yield Bond,BlackRock,b62d8386-daae-455a-9b94-c9c58504c7ea,BlackRock High Yield Bond Portfolio Investor A Shares
Large Growth,Invesco,ee390511-08bb-4ff1-9951-0e3cfbebc6ef,Invesco Summit Fund Class A
Large Blend,AMG Funds,7c2e6377-5d3e-4586-8f07-ea9943f231b9,AMG Yacktman Focused Fund Class I
Multisector Bond,FDP Series Funds,d8553f06-514d-40ef-b9ed-102fcb6795c4,FDP BlackRock CoreAlpha Bond Fund Institutional Shares
Diversified Emerging Mkts,Neuberger Berman,2190ab2a-8187-4d45-973a-96f1067cebbb,Neuberger Berman Emerging Markets Equity Fund Class C
Foreign Large Blend,American Funds,46c81276-0a1e-48e4-8458-a7d60b9746cb,American Funds International Growth and Income Fund Class C
Target-Date 2055,Putnam,3710f737-fa10-4d2a-b6ff-2bfded349afc,Putnam RetirementReady 2055 Fund Class A
Allocation - 30% to 50% Equity,Franklin Templeton Investments,b0c225ea-5b28-430d-a50c-10e3242e38d8,Franklin Income Fund Class R
Muni National Interm,Russell,4bb219ab-2fdd-4cfa-8f2b-2efa92409b52,Russell Investments Tax-Exempt Bond Fund Class E
Emerging-Markets Local-Currency Bond,OppenheimerFunds,c0fdbfda-821f-4308-83ca-6629dfbd340e,Oppenheimer Emerging Markets Local Debt Fund Class A
Diversified Emerging Mkts,Delaware Funds by Macquarie,d473f7ae-6fe5-4678-880c-c4b78c5901cd,Delaware Emerging Markets Fund Class A
Mid-Cap Blend,Kinetics,f90592fd-64eb-45e3-ad58-ba90de33b165,Kinetics Spin-Off and Corporate Restructuring Fund Advisor Class C
Target-Date 2050,Wells Fargo Funds,07753929-9fd4-4552-a09c-c8940a71dc30,Wells Fargo Target 2050 Fund - Class A
Diversified Emerging Mkts,Franklin Templeton Investments,b677e89d-bd25-4a34-bac8-15403fdded72,Templeton Frontier Markets Fund Class Adv
Emerging Markets Bond,American Funds,561e9734-d1a7-41f8-abf7-8c5148d24c4b,American Funds Emerging Markets Bond Fund Class R-1
Multialternative,Transamerica,d30b2a67-3ace-4975-880f-dcdcadb4fa86,Transamerica Multi-Manager Alternative Strategies Portfolio Class R6
Large Blend,PGIM Funds (Prudential),595a076a-729f-42fb-b1d2-75db17af5192,PGIM QMA Stock Index Fund- Class C
Large Growth,Lord Abbett,338ea5c8-7cb5-4912-a8bd-5c9e1c94ba5e,Lord Abbett Growth Leaders Fund Class A
Health,Saratoga,6eb1126c-c34e-416c-9062-0df9933befc8,Saratoga Health & Biotechnology Portfolio Fund Class C
Diversified Emerging Mkts,Calamos,e5028f10-d78a-4041-81c0-65f547c3479d,Calamos Emerging Market Equity Fund Class A
World Large Stock,BlackRock,f7c18b80-1793-4bc9-b030-e44e6177ca76,BlackRock Global Dividend Portfolio Class K
Inflation-Protected Bond,Principal Funds,787f57bc-cc84-46dc-b1b5-cac4ab8739b6,Principal Inflation Protection Fund Institutional Class
World Large Stock,Leuthold,3d5400a2-ae7f-4db1-a153-b7bc0b92c31f,Leuthold Global Industries Fund Institutional Class
Muni California Intermediate,Dimensional Fund Advisors,5f77592a-87bb-4813-9db0-4ce95ad5d5e5,DFA California Intermediate-Term Municipal Bond Portfolio Institutional Class Shares
Multisector Bond,Invesco,69cc253b-31c4-4680-a973-687da01a7ea8,Invesco Income Fund Class C
Large Growth,Centre Funds,50a97c19-0ff2-48a2-931f-e7f927b33277,Centre American Select Equity Fund Institutional Class
Foreign Large Blend,Nationwide,97072657-d5c8-46ce-a779-4b847583a809,Nationwide International Index Fund Class R
Nontraditional Bond,Navigator Funds,f26104e2-b489-413f-bc84-4e593720a55e,Navigator Duration Neutral Bond Fund Class A
Large Blend,Russell,61ff704c-ad0d-46f0-9628-4e3429d2e566,Russell Investments Tax-Managed U.S. Large Cap Fund Class E
Multialternative,Morgan Stanley,491b5dbe-439f-40ce-b60c-d1a59a4e6b78,Morgan Stanley Pathway Funds Alternative Strategies Fund
Large Value,TCW,ab9ac9bf-389a-4ab7-82d4-9c0885255500,TCW Relative Value Large Cap Fund Class Institutional
Multisector Bond,Ivy Funds,20b7c88b-fd33-488c-af3f-24be3b7a9d3a,Ivy Global Bond Fund Class R
Large Growth,JPMorgan,2aa36376-e374-40f0-982b-c7cc4b6f43e6,JPMorgan Intrepid Growth Fund Class R2
High Yield Muni,American Century Investments,0253f562-8ead-4cdb-8cec-9e25b65fdd64,American Century High Yield Municipal Fund Class A
Large Growth,Principal Funds,962e73a3-e618-4333-8865-d06e3370f16c,Principal LargeCap Growth Fund I R-5 Class
Technology,Rydex Funds,863d60fb-e016-4889-9222-14d81469b228,Rydex Technology Fund Class H
Diversified Pacific/Asia,Columbia,5b488b05-b0a0-4b24-8511-a51e8ad6367e,Columbia Pacific/Asia Fund Institutional Class
Large Blend,Virtus,f2d5af54-baf5-4cb8-bfc3-07fd0172c464,Virtus Rampart Enhanced Core Equity Fund Class R6
High Yield Bond,Virtus,41a182c1-1e75-4b0d-a03d-3ad549851bda,Virtus Newfleet Credit Opportunities Fund Class C
Allocation - 15% to 30% Equity,HSBC,89f1b659-03a8-4e98-8408-015f696d4c08,HSBC World Selection Income Strat A
High Yield Bond,Legg Mason,5893734e-f848-42c3-8103-6114d40f27c4,Western Asset Short Duration High Income Fund Class A
World Allocation,RQSI,55b459b8-74c9-490b-bd75-cf82b839c417,RQSI GAA Systematic Global Macro Fund Institutional Shares
Foreign Small/Mid Blend,Nationwide,e3b5c2b3-66dd-47bc-b96c-97c975455267,Nationwide International Small Cap Fund Class A
Large Blend,Wells Fargo Funds,b2c0a7df-e8e4-4019-ad7e-d764dcd3fd7b,Wells Fargo Classic Value Fund- Class C
Short Government,Franklin Templeton Investments,9fcc0178-dc2d-4e3b-b829-5fb994c90e65,Franklin Adjustable U.S. Government Securities Fund Class C
Allocation - 50% to 70% Equity,Waddell & Reed,a38e6b70-2647-4bd8-8194-8ca88da049e6,Waddell & Reed Continental Inc Y
Muni National Short,Franklin Templeton Investments,2cc164c7-d373-4221-8f3a-0675e491c577,Franklin Federal Limited-Term Tax-Free Income Fund Advisor Class
Target-Date 2030,BlackRock,6822486b-6b05-47b9-bd7b-b5348cc044af,BlackRock LifePath Index 2030 Fund Institutional Shares
Small Blend,Nationwide,35808a1b-992d-4cb7-bdda-b20fb986b429,Nationwide WCM Focused Small Cap Fund Class A
World Bond,Janus Henderson,2fc0adc2-a517-499a-a918-b986183c2f8a,Janus Henderson Global Bond Fund Class C
Mid-Cap Value,BlackRock,ba0d72ac-97aa-4d25-b7cb-855c01b78a59,BlackRock Mid Cap Dividend Fund Class R
Technology,Columbia,27b5fb67-9e6b-40b8-8fe4-1ff54768a45a,Columbia Seligman Communications and Information Fund Institutional 3 Class
Intermediate-Term Bond,Vanguard,d69a9f00-77c0-40ec-8cdf-76c2b971bb14,Vanguard Intermediate-Term Bond Index Fund Institutional Shares
Target-Date 2040,BMO Funds,25a00893-679c-4905-93b1-2d02f062c9ff,BMO Target Retirement 2040 Fund Class R3
Diversified Emerging Mkts,Dreyfus,478cac79-34a5-407a-94ca-8542e11d8286,Dreyfus Global Emerging Markets Fund Class I
Foreign Large Growth,Franklin Templeton Investments,69d6dafd-1e1a-421d-9b4b-a84bfff1de85,Franklin International Growth Fund Class A
Foreign Small/Mid Growth,Ivy Funds,8e8cc821-2bd2-4562-a188-df308ca3a297,Ivy International Small Cap Fund Class C
Small Blend,Saratoga,a6ea9e54-77d3-4c24-86ed-8e80b0c7bc27,Saratoga Small Capitalization Portfolio Fund Class C
Nontraditional Bond,PGIM Funds (Prudential),c77800b3-5427-43a5-a268-e83a399fa391,PGIM Absolute Return Bond Fund- Class A
Emerging Markets Bond,Harvest Funds,734d2790-f23e-40d1-bb14-c9bfece371a7,Harvest Asian Bond Fund Institutional Shares
Mid-Cap Growth,American Beacon,ad7045df-6c90-4229-8e8b-500fe334705d,American Beacon Stephens Mid-Cap Growth Fund A Class
Diversified Emerging Mkts,BlackRock,2cec3aa7-2e76-494b-9476-b76f05107d24,"BlackRock Emerging Markets Fund, Inc. Investor A Shares"
Mid-Cap Growth,OppenheimerFunds,478e2a87-924a-4eff-9134-df75183cf12d,Oppenheimer Discovery Mid Cap Growth Fund C
Large Blend,Invesco,99d637d2-309d-4624-b3bd-01b74a1787a2,Invesco Charter Fund R5 Class
Market Neutral,Federated,7be01906-12b2-4bdd-91ac-5a4a0c2f58e9,Federated Absolute Return Fund Class B Shares
High Yield Bond,Lord Abbett,643dde34-71e6-49ac-9b21-6dc1f597e635,Lord Abbett High Yield Fund Class R5
Target-Date 2000-2010,MainStay,c6cbc110-3e13-4537-abd3-d057bf426caf,MainStay Retirement 2010 Fund Investor Class
Allocation - 70% to 85% Equity,Patriot,d0dec8b4-a30d-473e-b4fe-7fc5ce9630eb,Northern Lights Fund Trust - Patriot Balanced Fund
Large Growth,American Funds,15e5344a-8cf3-42b0-aa45-01ef425d032b,American Funds The Growth Fund of America Class R-3
Allocation - 30% to 50% Equity,Madison Funds,6e1d26a7-4bef-4ce6-9dab-b9d528275642,Madison Conservative Allocation Fund Class C
Mid-Cap Value,Lord Abbett,be0f1270-3d84-4be1-9522-da62f7532a8a,Lord Abbett Mid Cap Stock Fund Class R2
Ultrashort Bond,Dreyfus,3775b0da-175e-4954-be2c-8aa23ab2d0a2,Dreyfus Ultra Short Income Fund Class D
Foreign Large Blend,AQR Funds,dfe8eb3d-8120-463e-bf7e-f6b62caeb955,AQR International Relaxed Constraint Equity Fund Class I
Allocation - 50% to 70% Equity,Columbia,93a48f83-975b-4f01-a586-5580e34b0503,Columbia Capital Allocation Moderate Aggressive Portfolio Advisor Class
Allocation - 30% to 50% Equity,Hartford Mutual Funds,eff742b5-305f-449a-9e9a-1b4ed4a9eea8,Hartford Conservative Allocation Fund Class R3
Large Blend,T. Rowe Price,52da5e66-7671-45e2-81cb-9decc3f0a8c5,T. Rowe Price U.S. Large-Cap Core Fund I Class
Target-Date 2020,BlackRock,ea9979e0-a6cc-4edf-8e54-63cb5e284453,BlackRock LifePath Dynamic 2020 Fund Investor C Shares
High Yield Bond,American Century Investments,d8c02a44-99c8-4d7f-a7dd-c4391eb91585,American Century High-Yield Fund I Class
Muni National Long,Vanguard,32df22b6-a538-4e91-938e-4ab78cb78c05,Vanguard High-Yield Tax-Exempt Fund
Intermediate-Term Bond,Teton Westwood Funds,090203d7-9c6e-4671-b71e-f701f3813c67,TETON Westwood Intermediate Bond Fund Class C
Large Value,MFS,c097f586-9628-4129-9a92-ac5940ec5e00,MFS Value Fund Class A
Allocation - 70% to 85% Equity,Principal Funds,db769e2c-5f2e-4871-82e1-1e001c5b2ec8,Principal Strategic Asset Management Conservative Growth Fund R-1 Class
World Bond,American Funds,995356bd-501f-4e53-a0d8-cbc5de207863,American Funds Capital World Bond Fund Class R-5
Corporate Bond,BMO Funds,c1a9a43d-2c5f-4bd5-a9ed-70f8ccd7f446,BMO TCH Corporate Income Fund Class Y
Allocation - 30% to 50% Equity,American Century Investments,8f2c17c3-eb5c-463a-9427-0cfd0a07e883,American Century Strategic Allocation: Conservative Fund R5 Class
Allocation - 30% to 50% Equity,Pacific Advisors Funds,dd62ee1e-4395-40b9-92a6-e2403d4d8739,Pacific Advisors Income and Equity Fund Class A
Muni New York Long,Nuveen,48b37285-5848-4832-b2e1-9429e2c7526f,Nuveen New York Municipal Bond Fund Class I
Allocation - 50% to 70% Equity,American Funds,fe11642d-5059-4e6a-aa63-65337614a0d4,American Funds Retirement Income Portfolio - Moderate Class R-6
Ultrashort Bond,Lord Abbett,6511cf4d-a4d1-4098-a3d4-c1dd6fd59747,Lord Abbett Ultra Short Bond Fund Class F
Foreign Large Value,Brandes,f1a16c42-0f51-42c7-b304-cd01114ecfc0,Brandes International Equity Fund Class C
Foreign Large Blend,Invesco,b54dcc21-560b-4347-8db8-684ecdea5995,Invesco International Core Equity Fund Class A
Intermediate-Term Bond,Madison Funds,201946e9-59b9-4be1-8232-b97e61a88c31,Madison Core Bond Fund Class Y
Allocation - 50% to 70% Equity,BlackRock,deeb9e75-551d-42d6-a194-f9e5a3c83626,BlackRock Balanced Capital Fund Class K
Emerging Markets Bond,BlackRock,706cd6aa-e308-4cdd-8ac7-2d0fbeb603ff,BlackRock Emerging Markets Bond Fund Institutional Shares
Diversified Emerging Mkts,William Blair,d027cba5-16e9-4c01-989c-7845aad34150,William Blair Emerging Markets Leaders Fund Institutional Class
Diversified Emerging Mkts,GuideMark,db04bbc1-8a8f-49b9-abd0-de4c4320a482,GuideMark Emerging Markets Fund Service Shares
Large Blend,MassMutual,c0dba457-4c38-4423-afdb-372fc4f184c6,MM S&P 500 Index Fund Class R5
Intermediate-Term Bond,Dreyfus,9f173bd4-4170-45a4-a698-dda3fe8e455e,BNY Mellon Insight Core Plus Fund A
Foreign Large Value,Wells Fargo Funds,5747a828-59e7-493c-a2b5-27a5b954095d,Wells Fargo International Equity Fund - Class A
Foreign Small/Mid Value,Guinness Atkinson,3d98f1f3-dbd0-4677-8f97-3f0326386bfc,Guinness Atkinson Alternative Energy Fund
World Allocation,Cohen & Steers,6c187c5d-4e76-47c2-86a3-01b0d0ad15a4,Cohen & Steers Real Assets Fund Inc Class C
Target-Date 2055,Voya,8320ab9b-9391-4204-931f-81abfb5412a0,Voya Target Retirement 2055 Fund Class I
High Yield Bond,American Funds,78eaa91f-31d3-45f4-b59f-859e9a6b0580,American Funds American High-Income Trust Class R-3
Small Growth,BMO Funds,c62dc8e3-5b91-48a8-87f9-5dfd49060c06,BMO Small-Cap Growth Fund Class I
Large Growth,Lord Abbett,7cd3a79a-5d1b-4866-a5db-02e49197557f,Lord Abbett Growth Leaders Fund Class R3
Multialternative,Natixis Funds,9f261ff6-b9ff-4b60-a99d-31d54f6e632b,Natixis Funds Trust II ASG Global Alternatives Fund Class Y
Diversified Emerging Mkts,Invesco,e3f557f8-f638-47d5-96b7-197c07f01906,Invesco Developing Markets Fund Class C
Small Growth,Jacob,9112246a-c151-4a37-9681-8d0dd79ba2d2,Jacob Small Cap Growth Fund Investor Class shares
High Yield Bond,Hartford Mutual Funds,035c8333-285c-4a86-93c1-02853db59ea2,Hartford High Yield Fund Class F
Large Value,Transamerica,d78706fe-9020-495d-b81c-861ec50f1e98,Transamerica Large Cap Value Fund Class R6
World Large Stock,Wintergreen Funds,6159c03c-43d2-4c98-9869-c97661726824,Wintergreen Fund Institutional Class
Small Value,Transamerica,18e703ea-4b19-4146-a6b1-ab2337ae4f3c,Transamerica Small Cap Core Fund Class C
Large Growth,Shelton Capital Management,efa6da94-7b01-4e16-8b61-ab82d44bbef3,Shelton Capital Management Nasdaq-100 Index Fund Class K
World Large Stock,Nationwide,8d58a5c1-2cb5-4500-a4d2-d471b7e0f4a6,Nationwide Global Sustainable Equity Fund Class A
Foreign Large Blend,T. Rowe Price,975d069c-7224-413c-94df-a712b4c4cd7c,T. Rowe Price Institutional International Core Equity Fund
Diversified Emerging Mkts,Voya,2ff58439-b229-492c-8509-bb70b201c083,Voya Multi-Manager Emerging Markets Equity Fund Class A
Corporate Bond,PIMCO,07d3f8fa-3ad8-46da-b5cc-6bd6c0a515b0,PIMCO Investment Grade Credit Bond Fund Class C
Allocation - 30% to 50% Equity,Thrivent Funds,05a9e2ba-a7c4-4482-afdd-4a5bba6e1768,Thrivent Moderately Conservative Allocation Fund Class S
Target-Date Retirement,Harbor,cdadcd3d-9cb9-4923-9c56-aa01f25e6749,Harbor Target Retirement Income Fund Institutional Class
Mid-Cap Blend,Cavanal Hill funds,fa51245d-9a3b-43ca-a5e6-18679e2d2f8b,Cavanal Mid Cap Core Equity Fund Investor Shares
Muni Minnesota,Franklin Templeton Investments,5c7ebfc2-b233-425a-948c-1cc17d21f28d,Franklin Minnesota Tax-Free Income Fund Class C
