fund_id,tag,fund_ratio_net_annual_expense,pb_ratio,ps_ratio,mmc,pc_ratio,pe_ratio
3d145f48-38c2-45e1-bf7e-bc810f7ccf83,173537,1.27,1.33,1.04,"2,175.34",4.6,14.04
c3bfe421-6dfb-4e82-9e2e-601c5596c104,245690,0.31,3.1,1.95,"77,191.41",10.77,12.97
cb19b8ab-d165-4d77-877a-5f73599f2e43,250172,0.9,1.98,1.25,"21,955.97",7.23,15.44
fafb5a72-07a2-493f-931e-1359311e5473,190754,1.56,1.97,1.43,"32,501.82",7.84,13.21
6da2ae7b-a463-4df5-ae3c-ed156edf4e5f,57896,1.08,4.3,3.01,"10,229.27",17.42,22.45
f9b398dc-aaac-45ed-80d3-b283ae0f055d,123614,1.36,2.02,1.42,"42,484.06",6.87,14.76
8daf4ebb-c481-443a-a282-43aefc988865,136889,1.34,1.97,1.45,"30,936.57",6.91,15.36
26e660f9-8538-421c-9a3d-2c4f973da693,29402,1.81,3.47,1.96,"11,465.53",10.35,17.78
91be056f-12a8-439f-b9a8-6dee3a37f674,117206,1.5,2.63,1.42,"19,911.26",8.7,12.87
42f5ec1b-a64c-404b-bc91-5d863624707a,226376,1.55,1.92,1.22,"46,385.25",6.65,13.26
38c0f2e0-e1bf-4849-ae3a-92925fc04f8b,235610,1.09,1.53,1.21,"73,398.87",9.24,10.51
93de4572-ef3a-407c-a639-6dc7641cae11,41084,0.95,2.79,1.61,"28,045.95",9.01,14.55
cd27d3dd-15cd-40c3-84ca-1eb341b6e20b,57482,0.92,4.56,3.04,"12,730.32",16.79,23.44
2694fc4d-817b-4a4b-9077-8d3766c12aa1,95651,0.01,2.97,2.02,"105,009.9",8.8,17.05
7281d7b5-13ee-4929-8354-7697e629ec59,140570,0.6,4.63,3.37,"12,795.86",13.37,25.58
5ac9a576-7754-45f5-9050-ea9ec813fbe7,88370,0.69,3.82,2.62,"117,863.2",12.44,20.57
17a18fb1-e1f1-442c-8c2c-53427a62b369,188306,0.92,0.0,0,0,0,0
eee384e9-fc81-446d-ba4b-1344cd48af46,133271,0.57,1.95,0.36,0,0.15,13.88
6eeaf567-28ec-431e-8509-065cf4217bd1,234116,0.25,2.11,1.51,"50,773.78",7.54,15.37
cbb4ccb0-7322-49e6-81d4-ca5293f52dd3,188522,0.7,2.15,1.4,"36,024.82",8.05,15.81
e4eca765-a590-4a46-bd3c-276f9a1454a8,178073,2.95,1.14,1.95,"2,796.53",4.1,10.29
2c159bee-655f-4961-9b5e-bd8d8c3bc1b1,121688,0.53,1.89,0.97,"4,756.61",7.08,11.34
bc2b9a7c-52f3-4d2f-ab39-0d73a1199b9d,216944,4.26,3.03,3.13,"1,698.81",11.2,18
546ad49a-dcca-44b1-a0f4-fde3dfb03246,45215,0.66,2.73,1.91,"17,641.58",16.34,19.93
1d44610f-3676-4fc3-b2ff-393b2278c5c3,54818,0.73,0.0,0.0,0,0,0
1fc4243f-8ef4-455d-88de-470d49f8cf2d,153161,1.4,2.67,1.54,"15,094.54",11.97,20.57
3c6e4b08-1091-4f7f-9145-26fd1f32de03,113093,0.95,0.0,0.0,0,0.0,0.0
e6062b0d-6804-464e-9efb-ed8a8059113e,109736,1.44,1.82,1.47,"42,371.82",5.78,11.85
25d39dbc-6d1a-4fec-954a-b697c68e9451,34019,2.87,2.2,1.14,"8,665.77",5.72,14.34
a525d2d5-8bc6-4fc3-bb28-ac85680af052,57878,0.84,4.56,3.04,"12,730.32",16.79,23.44
32fb20b6-58c6-4b23-81aa-55e40338e6d2,215567,1.2,1.83,1.19,"11,915.68",5.97,12.91
9492ca43-1f1f-4ce3-b0ab-a5b39d14c003,110789,1.02,4.28,2.44,"18,143.68",14.58,20.87
3916715d-7f24-4a1f-b690-38031dd5cf90,211913,0.76,0.0,0,0,0,0
3334442e-1bab-4098-b51a-d7f0f9ec8e68,30464,3.83,0.0,0.0,0,0,0
b103d7b4-31bc-4772-be1d-23fcc423bae5,62693,0.47,0.0,0.0,0,0,0
51a35f25-dbb3-469b-9e33-e60d70967899,52442,0.82,2.28,1.41,"49,910.75",7.96,15.24
8f262048-9c15-4de2-a11f-786c7115d7d3,107081,1.08,1.33,0.95,"33,670.19",5.22,11.64
ed7309ae-0d26-49be-bacd-3a05fa4e06cc,135917,1.74,2.46,1.64,"3,878.99",11.7,19.06
4aa41e5e-7517-4e08-a277-d9a39f4d741f,156131,2.05,2.17,1.65,"5,008.98",10.02,18.35
2055dc44-b1d6-4e3e-90e1-3d49a10709a1,192932,2.05,1.82,2.2,"25,866.3",9.39,13.01
a53b27e7-e4f9-430e-af62-7043a77ab08f,138455,1.53,2.4,1.55,"6,380.79",10.18,12.43
592bda42-1e9d-455c-b3e7-6b0417ed6de8,129410,0.93,0.0,0.0,0,0.0,0.0
c5abb818-ab09-4757-b0a8-65ad1f5a1238,103013,1.16,2.26,2.26,"39,816.81",10.08,17.76
ee7b9540-30b0-4164-9045-694634b8aff8,152702,0.91,3.09,2.23,"14,056.19",8.39,20.16
7b491ba1-ac9e-48a2-ae9c-772361525792,241496,2.52,1.57,1.33,"87,199.4",5.03,12.62
c7b72017-9720-4685-8f97-276a5ea209f3,50327,1.25,1.6,1.23,"2,667.42",7.89,15.27
856448e0-b8f6-4c7d-8bbe-8aee9776d6da,72647,1.22,0.0,0.0,0,0,0
1d636e96-ab6a-4717-ab2c-1a1ee8120936,221489,1.3,2.14,1.27,"3,103.86",8.01,13.84
ef2510ac-2306-4c6e-9d10-4a4396e2357b,101735,0.72,1.38,0.64,"19,564.15",3.63,9.81
78550e33-d814-4154-ac68-ee24166eb982,149426,0.5,2.35,1.68,"24,455.71",10.45,14.32
58cec3ac-68a0-4b66-a664-e7f5e82a2e64,216215,0.88,0.0,0,0,0,0
a75d45a6-5dd2-433c-ab8e-c198be5b891b,84203,0.56,1.06,1.86,"1,847.28",2.47,18.66
26caf395-1e37-4cfc-ab8f-1183afaf45d9,246482,0.07,0.0,0,0,0,0
9a227b4b-7a9b-4c51-80b2-d2551cc44847,118043,1.07,5.52,2.81,"91,994.53",14.67,18.22
19b56513-adcb-4999-8150-a7c9751259ff,223127,0.91,0.0,0,0,0,0
2fffd30c-7588-493a-b62e-9881adac7cf8,229877,0.66,2.16,1.42,"35,687.83",8.25,15.47
f77c04e6-fabf-413c-97e4-e6b071414687,251567,1.13,1.54,1.2,"2,584.63",5.1,13.37
f11f2e1d-f5a2-435b-b273-0edf3a786807,191474,0.56,0.0,0,19.05,0,0
2ada9dd2-7f62-4e18-937a-17cae023e342,233396,0.2,2.9,1.97,"101,505.14",8.58,16.62
9e9dd250-681e-4441-9b68-926472ddc4c8,28961,1.29,2.01,1.48,"35,448.81",6.02,15.78
6018a7e3-61db-4bec-8218-a3bb65763c63,194939,0.7,2.17,1.49,"38,482.24",7.51,16.25
38f31552-406b-4f0d-895f-d26cb3d5b353,245033,0.13,0.0,0,0,0,0
c5bbe9d2-3ef5-44fd-b335-789a8dd8a8c7,196217,1.38,2.23,5.88,"14,751.41",7.1,43.78
30c506bb-2c41-4774-82e0-6a2269fb0f50,186506,0.65,0.0,0,"1,863.01",0,0
72d175b5-42ff-423d-a195-a7ddf1f7adb5,82808,0.75,1.86,1.31,"35,231.2",7.12,14.51
d305a428-a77a-42a9-9c20-64ed6e61af06,165050,0.52,2.88,2.52,"62,597.64",9.63,18.02
dff86c1d-7a9b-4a79-afa0-8e41f1877acc,141497,3.46,0.0,0.0,0,0.0,0.0
287ab2ca-299e-4a75-85cc-fdb80b5a7c78,231380,0.77,6.27,4.75,"87,196.1",19.33,30.9
09b7584c-e3f5-4c7b-b8d2-1f09f36e864a,78101,1.37,1.26,1.81,"31,515.36",5.66,10.6
e0155b05-ef80-4244-a5ae-5ccc0fe6207e,141767,1.55,2.07,1.87,"22,684.88",7.12,14.05
2d68293d-a1b5-476e-8571-48e7dbae04f0,103238,1.25,0.78,1.24,"2,949.33",2.86,16.72
ea9c5989-35e0-42ee-ba0d-89d3d0774d5e,112355,0.4,0.0,0.0,0,0.0,0.0
59a4d525-bc14-4bd1-8190-e7378b0ec37c,234026,0.61,2.37,1.55,"43,147.94",8.39,15.81
1a109293-0b5d-4c5a-9614-04b8d4811339,216143,1.89,2.23,1.35,"36,259.87",7,14.66
00c858d1-68a9-4731-ae15-482a06642324,51812,0.5,2.0,1.43,"50,032.03",7.67,15.08
31c4a1ad-b9e5-48f0-8c7a-c93bbb588101,140525,0.52,4.63,3.37,"12,795.86",13.37,25.58
2ff1d06c-7435-4ffd-8ed2-30aae96da496,230849,0.35,1.41,1.11,"30,761.9",4.45,11.03
06e5d64d-7f0e-4f62-84ab-ff7b4e97109c,34658,1.03,4.73,3.5,"12,244.95",19.54,29.15
3ae0335d-5da4-4c75-ad53-c7fa54c851f3,250136,2.25,1.83,1.01,"8,714.7",6.02,15.53
4cf5ac53-1183-432a-b6e0-39f673330a1c,148535,1.14,0.0,0.0,0,0.0,0.0
1aaf6e7d-eb86-434b-aa76-9850ed5a3ea6,161765,1.2,2.26,1.59,"87,931.63",7.63,15.1
25c92128-07ff-4eff-bfac-94994473d115,56906,0.89,2.73,1.99,"116,815.02",9.4,17.09
1aac55b4-a8ee-44e0-a251-f174e7fc05c5,117386,0.94,1.42,1.05,"66,190.84",3.17,11.46
721b49c2-8e89-4bfb-acd2-e3fb7afb2f5b,143270,0.96,1.67,1.37,"40,657.39",6.86,13.85
a2ba866b-c8d0-47ad-9dcb-3a598c8a4bc8,159839,0.71,2.13,1.64,"44,386.61",8.43,16.49
05103815-9e53-4d09-b17f-8e20ed6bdad3,158588,0.57,3.04,2.15,"60,303.79",11.53,18.83
33d922f6-8eec-4b43-b640-8f112bb3804f,29924,0.9,1.93,3.04,"47,208.08",8.38,10.97
db02c835-6151-4f9e-8e2c-475f3159e8cc,88883,0.76,1.81,1.0,"18,827.92",6.31,14.41
7fee033f-7bdf-4ddb-bc06-26be0d3d70dc,140858,1.59,3.32,2.26,"9,629.26",16.9,29.98
de171085-39ae-47fb-a437-bfab72031251,56537,0.67,1.74,0.31,"4,542.41",4.05,6.46
55861211-4366-4b79-944d-8073a33dc9a3,181241,1.2,0.0,0,0,0,0
78491fd8-a5cf-49d6-a058-4e2c9156c13e,125576,1.28,1.76,1.08,"1,784.84",2.0,10.62
d23159f5-70e4-44fd-a925-52d137425615,212264,1.1,1.89,1.29,"3,740.47",9.75,16.66
246f7d10-a75e-4767-a9b6-b8cabdd7260e,180935,1.01,0.72,0.69,0,0.78,7
77a1a4b4-b969-4929-b3a6-60a6b779afc8,237140,0.97,2.15,1.65,"44,205.3",8.5,16.57
56385c8b-32a2-4192-bc9f-81dacbf8bff6,216440,1.17,6.52,4.8,"61,230.82",18.98,33.27
f4f36ca0-9660-4ec6-90eb-17fd085f519e,60038,0.47,0.0,0.0,0,0,0
e1452fcd-4059-414f-b4f0-a48d63580658,117557,0.79,2.05,1.5,"55,148.13",7.62,15.26
f7a50650-08b6-4bb7-acde-1331b7b8dbdb,39995,0.99,1.6,0.67,"8,771.76",6.54,10.21
a9db52e8-8b98-459e-a21b-2a6fac5711ce,208313,1.48,2.61,0.31,"1,390.64",2.56,4.84
7e29ba84-2c11-4f86-97a5-68f6bd999884,35909,0.0,1.49,5.54,"10,684.3",12.83,23.5
43aab303-cd89-442f-b50d-af8e99bdb5f2,175787,0.98,1.13,0.63,"2,180.18",5.05,12.07
2357dc02-6272-48ef-bec7-b464c54c8329,56879,1.02,0.0,0.0,0,0,0
c1ea6ae0-9ee4-434f-ab9a-f6ee04fa86da,183680,0.65,1.98,1.58,"37,959.33",7.79,15.69
4b6cda27-b78f-4df7-9c5d-d38cfd27380b,229040,1.2,2.15,1.54,"48,411.3",7.72,15.83
be4bf9ec-25ba-4dbc-8e23-90bd9a485c5d,138707,2.5,0.0,0.0,"3,234.06",0.0,0.0
28838bda-35c2-43a3-9f64-0d233db4dad0,172574,1.0,1.4,0.68,"22,551.93",4.55,10.72
be832721-4700-43e2-b913-e9319deb2b52,156212,4.24,1.63,2.48,"3,914.48",5.98,20.59
e94df22b-5df5-468d-a108-b10c2e1c597c,84059,1.72,2.14,1.14,"90,509.43",6.44,14.29
e6f82417-1f8f-4570-affc-37bc0ee37605,30221,0.85,1.85,1.46,"43,954.74",7.35,15.14
1433b558-0e85-474e-aa86-f44bbe2ec7c1,50129,0.94,4.48,3.1,"89,195.18",16.75,20.04
7578f7d7-703d-49de-a24a-138c1b380507,153548,0.63,2.12,1.51,"27,314.5",7.18,15.86
4e6ede78-219d-4541-a066-e09c51530610,194327,1.0,8.98,4.21,"125,230.59",14.05,24.77
e5c8b7be-21c6-4dc2-9381-267c2d817cb1,157049,0.97,3.34,2.24,"87,924.91",10.96,18.2
c0614f8e-88a4-473f-9373-91f217ba2eff,95696,1.3,0.0,0.0,0,0,0
ea6900ef-a449-4ce5-8b6c-469a8a1f21ad,85715,0.5,0.0,0.0,0,0,0
2f440829-00a2-4395-8903-6491b5e3ab1d,120365,0.1,0.0,0.0,0,0.0,0.0
0b1c5f78-259f-49f0-9cce-7a6a2500357b,157544,1.75,1.36,0.7,"7,593.39",5.63,9.8
bc0ca771-bf7f-45e4-a878-2da2c3b0c0ed,54296,0.59,0.0,0.0,0,0,0
0253975b-f3b2-4517-ac37-9d7f95fc6bef,225692,1.71,2.73,1.77,"74,390.24",9.95,15.84
66b973a2-b8a1-4478-b9a2-2fb570bd0da0,144305,2.32,0.0,0.0,0,0.0,0.0
6fb5ee7e-bbda-42e6-97ad-af7eff24d0f1,234701,0.84,1.19,0.86,"13,491.59",3.25,10.13
484e6ea6-44b9-4af1-95b6-6a459e4aa7a4,109241,0.64,0.0,0.0,"2,193.13",0.0,0.0
799c2efd-a068-40ba-aded-c82aa40cd64d,126161,2.43,3.31,4.07,"4,313.58",10.86,23.87
f8a6f624-e6c6-4f2f-9ac9-148faf2464fe,253601,2.2,2.72,1.14,"2,215.76",9.57,19.36
1e18593a-33aa-4a52-9eb0-76dc9d062b21,224864,0.84,0.0,0,0,0,0
e59e4cb0-12c4-4ebe-b22f-5efadbb3cca8,192140,1.38,2.13,1.52,"37,860.82",8.71,17.08
fb5e3bd0-165a-48c6-a84c-42b9779c04b7,175220,0.44,0.0,0,0,0,0
6f54cf40-2de0-4173-80f9-9bbde796e114,37682,1.35,1.28,5.31,"8,540.48",11.94,23.22
44685648-aa2c-4c21-b215-664f7e82e83a,59120,1.1,1.72,1.12,"3,116.76",10.39,15.68
0d35de45-8f60-4951-9031-24caf26d1331,125126,0.79,2.05,1.5,"54,925.07",7.62,15.28
7e62de4b-fff1-42d9-b4b2-aa5309ae4aa1,26378,1.55,1.88,1.52,"30,759.04",7.44,14.25
75a2a8c2-63e8-4230-9549-59a08f5e8ddd,237617,0.73,2.37,1.55,"43,147.94",8.39,15.81
fab313b4-a294-4ecc-b021-32eafea2230d,216062,1.31,0.0,0,0,0,0
5b91355f-9887-41c2-8cf8-0a4d137d95a2,103805,0.55,2.52,1.63,"60,706.95",7.29,14.78
b80ac001-4376-4520-ad50-2edb04ca8919,195272,1.87,1.6,1.07,"34,138.86",5.76,11.78
961d3081-052e-4b47-9238-3bcafd2b0186,126539,0.91,2.72,1.92,"2,911.65",13.49,17.3
50df96a3-e586-45d2-b03a-f28007987aca,31535,0.5,0.0,0.0,836.71,0,0
b33330f5-13c7-4826-965c-871126ab3d43,171035,2.26,2.14,2.88,"104,955.33",6.85,14.35
4957d2b7-0b0b-4310-9c16-58b4c7c2a9eb,246068,0.45,2.11,1.49,"41,410.32",7.68,15.1
ce7efca9-1563-47f9-a10c-99c83f62f76e,175832,1.27,1.34,0.85,"28,017.62",4.23,7.57
ae45e80a-2038-4752-92c3-21553e5b6b49,34496,1.6,1.93,1.04,"11,922.87",5.4,15.14
1f7ea786-8431-4177-b4e4-cac56be3ed25,243854,1.42,3.79,2.39,"13,587.52",13.43,19.36
ad8b0060-7275-4aa7-bda9-ea7ca8766a6a,212543,0.36,2.23,1.82,"79,357.94",8.59,15.19
e06fd6ef-838c-4054-80a5-f6b6fd40fc31,194336,1.25,8.98,4.21,"125,230.59",14.05,24.77
1d1b90be-54e4-4389-84e8-e60d8d5f588e,213119,2.54,4.17,3.34,"159,170.95",13.53,15.5
4cd65f96-a9c7-4877-bd34-ee1a5a1ad283,162935,0.85,2.22,1.63,"40,304.92",7.21,16.13
d2bc7a4a-559d-43d3-b8df-f0ed811130ea,53765,0.76,1.88,1.55,"74,197.99",7.5,13.62
e13295da-e097-4120-8dd1-5fa9a1c5e487,27143,0.91,0.0,0.0,0,0,0
d7d54d68-b55d-498a-95fe-0d25be810e51,113561,2.28,0.0,0.0,0,0.0,0.0
3c526464-c9ee-4724-951d-d5a9ee6c588e,108359,1.94,1.96,1.47,"34,162.12",6.67,14.49
ba6d4e87-3075-460f-b050-92ffaba6e97c,31463,2.0,2.49,1.63,"2,518.84",6.66,20.29
68b87133-6c0a-4aa9-be02-0d39581f1c5b,245240,0.85,0.0,0,0,0,0
043d4886-aa91-44da-a027-0bdbad398af3,142334,0.63,2.12,1.51,"27,308.07",7.18,15.87
a72d7d63-0fad-4a0c-8858-9d925bc9e57c,174527,1.61,0.0,0,0,0,0
64ca7323-4796-4387-a9dc-1c079609e072,245978,0.01,1.77,1.03,"14,863.47",4.5,14.53
d1b12e90-a5b8-4bbe-bd6c-a90c0f1d96a9,221975,0.57,0.0,0,0,0,0
ee54b9ae-c451-4d6b-9798-646de493cc5b,226241,0.81,1.84,1.76,"81,114.13",7.9,15.09
726a4bb8-ca76-40f0-85e8-afd0a6f932b5,91520,1.25,3.1,2.16,"2,819.37",12.4,20.76
8f10608d-ce6f-430d-a8f9-0f63ea29e9fc,213110,2.52,2.73,2.03,"93,688.3",11.79,14.35
fc0e3650-340d-4a71-ae77-071f9c40ee52,43793,1.77,0.0,0.0,0,0,0
83ba91cb-89ce-4b28-8385-3ca979893939,58265,1.0,0.0,0.0,0,0,0
20f441eb-58d4-46c6-9bfb-28f3ef481586,237860,0.95,2.37,1.61,"85,264.69",8.41,14.11
9586adc9-8380-46c7-a541-66fbc55c45c0,137042,1.04,2.01,1.49,"38,082.84",8.08,16.0
e2ed9c65-4d83-4e8d-8d42-d974c09c0f29,52631,1.04,1.69,1.13,"21,886.66",6.87,14.43
21f7a82d-7597-4bf5-91f7-f65496b5060b,43955,0.93,2.22,1.47,"36,809",6.85,15.42
adeffdbc-830f-4b04-8ab6-5b821391a96c,170819,0.76,1.94,1.88,"43,380.23",4.28,15.37
e3cdf7dc-5030-4fbe-a2fe-09f4b3b11aae,51038,0.51,0.0,0.0,0,0,0
6dfce963-692a-4918-8e6c-7fc9a79d9518,148814,1.06,2.19,1.66,"48,054.36",7.82,14.54
6d432a45-faed-4f4e-bdce-4e49fb7ae5a2,123794,0.78,2.13,1.52,"42,958.6",7.63,15.45
01a2ecde-3844-469a-9c11-d70669c807c9,104687,0.82,0.0,0.0,0,0.0,0.0
3b24858e-86e3-44cc-b8bb-4d35f70efcc8,168641,1.11,1.98,1.05,"24,170.88",7.06,14.7
ea0da8d6-6d43-4d73-8faa-70c377afda9e,65384,0.9,2.77,1.78,"45,140.19",6.73,16.5
b59bfb9f-291c-492d-9482-536e394278d6,82763,0.47,1.76,1.31,"32,246.65",6.94,14.1
83e2adfd-2157-47cc-8f6e-aeb123db2c9b,233936,0.18,2.11,1.51,"50,773.78",7.54,15.37
f300845a-1668-40e5-988d-bd98ec2b1a46,225467,3.08,1.74,0.86,"7,780.36",6.37,14.38
89293a41-0bed-4148-85b9-6eefbfe2e992,247895,2.0,1.61,0.78,"5,283.33",7.31,12.77
4e5db4d4-8a9f-44bc-9ec4-751c1f570648,124001,0.98,5.16,2.98,"110,075.46",15.21,21.6
0e0b830c-9510-4035-9405-0803978ea435,203948,2.1,1.43,2.25,"17,038.88",8.3,17.77
6c3a3738-6eff-4359-b82e-2f3c2c154d4f,145979,0.5,1.82,1.04,"20,872.79",6.66,12.86
2e9b2c8b-7d55-4734-b154-73d52d22facd,130400,1.89,0.0,0.0,0,0.0,0.0
b1468c8a-788a-4c53-a645-8c4316dac10d,54521,1.67,2.21,1.77,"35,064.34",6.99,15.27
83c2d6e1-4722-472c-987c-62caa3eae0d6,208286,0.44,1.95,1.81,"68,632.53",8.36,14.5
b691f89f-e625-4158-b894-d6ff3db1b80f,163439,0.99,1.86,1.27,"2,444.89",6.42,15.65
31b37047-745c-499a-8ba0-8f2bd3eede49,112598,0.95,2.69,2.17,"49,848.47",9.54,17.85
97fa06ee-b860-4b0d-acbe-3cda3bd7e8e7,210293,0.76,3.0,2.13,"14,086.54",7.39,19.6
70324e7e-266c-43fa-9ad7-8ce8aadb49a8,245393,0.98,0.0,0,0,0,0
cc83aeda-f7a5-431e-8d13-dad04b5f8f15,104921,1.86,2.23,2.02,"88,863.91",8.47,16.38
020940fa-833b-483d-b4c6-ce8ec1dfb923,215279,1.54,1.99,0.86,"13,693.36",8.31,11.98
0a1bd1ba-ae8a-47a8-a33f-99050a3a2d98,162242,0.66,2.25,1.66,"44,224.05",7.24,16.14
80177c17-7a2f-472f-a842-b4523cc41757,246662,0.08,1.92,1.17,"5,009.88",8.5,16.43
2bfd6369-d64b-4f5b-9856-3bb3e55f49ad,233108,0.52,6.0,3.82,"111,074.44",16.61,24.61
dda282cc-7d97-4c70-acbd-eedcaf3be6e5,138545,1.15,0.93,2.47,"1,274.8",7.9,18.56
2a0ae058-fb6d-434d-b618-4475c32d5a79,221867,1.04,2.01,1.35,"27,385.03",7.53,15.33
0fa43fd2-686a-40c9-92e5-f608b455d09b,76850,1.25,1.77,1.26,"31,667.12",6.87,14.34
7cb0c174-e488-4aa3-9b67-a2560f4816b3,234647,1.19,1.66,1.08,"31,279.19",4.6,13.1
b3ee611d-cc3b-4aac-9f23-16702f61ceec,154709,0.87,2.57,1.97,"53,041.89",12.51,17.62
9c51db70-db38-4c6b-aaa6-8e992c77d8d5,240155,0.84,2.36,1.61,"50,864.91",6.1,14.99
475a4d46-3584-479d-bc75-9498ec63be21,203696,1.05,1.61,1.11,"24,180.48",5.91,13.68
57bad009-ef60-42b1-ab0e-ccfbd96ed994,126746,0.53,0.0,0.0,0,0.0,0.0
39d0d28c-4adb-4a9c-b020-c5b6fdf5f112,245609,1.9,3.0,1.57,"43,784.27",12.44,17.72
52e425cd-aba9-46d7-bac2-8589242fdc0e,63287,0.85,6.58,4.25,"88,691.84",16.7,24.96
678031da-4cfb-4c1d-b778-f76d46b06949,149282,0.09,1.39,1.06,"30,694.33",4.34,11.99
446e2cc5-b864-4a50-8785-e874bd7aa764,217916,1.07,0.0,0,0,0,0
02a06fee-643d-4201-93be-baf6c209c065,241676,0.16,2.25,1.47,"23,440.29",9.78,13.22
4c0d25a4-e9a5-4df5-9dae-51d44dc635c9,78011,1.0,2.01,1.5,"39,127.08",7.74,15.29
32c4560f-669f-421e-a4df-ed0423b5a620,225854,0.8,0.0,0,0,0,0
23fe9917-d4a9-466c-b4e1-83320a80644d,68597,1.0,2.27,3.35,"12,927.35",15.74,42.92
709ec393-c695-4273-b50d-f5775fcaa8af,237788,0.59,2.35,1.54,"42,792.33",8.34,15.74
42dc781c-db91-4275-bffd-428a57b27960,152180,0.79,2.03,1.43,"48,965.5",7.7,14.18
f53c967e-9615-4a85-ad27-aa4d64b98a01,153935,1.36,0.0,0.0,0,0.0,0.0
caa7df80-3ae7-4b4f-8694-7c68be9ebbef,35225,1.29,1.43,1.23,"21,079.43",7.11,15.26
abf41d8b-7540-4d9c-a251-6dba489df5f5,98072,0.94,2.08,1.67,"33,068.2",8.93,10.55
3c365825-d6fc-484e-9300-f5117b30c19f,63980,0.87,2.03,1.27,"2,257.58",6.98,17.09
bd908db9-d00d-4123-92be-8a3fccd9b490,169748,2.62,1.47,1.04,"40,384.64",3.44,8.11
15f3ba43-6d24-47cd-836a-23f2027f81f6,229733,1.2,2.15,1.54,"48,078.24",7.7,15.8
faf1fa22-1b5e-4f50-ad89-ea618dbd85a9,131354,0.98,2.01,1.5,"32,942.19",6.81,15.56
fec3d597-ac93-4bf3-9067-1fb7065d669e,59021,1.15,4.14,2.75,"93,061.92",14.37,20.02
a205328c-62fd-4f7c-b62f-af465b4093ec,193616,1.86,2.18,1.56,"71,999.77",6.99,13.69
7b2af9df-64da-4a76-b6e5-79a0caed2f13,183653,1.15,1.98,1.58,"37,959.33",7.79,15.69
7e788fe6-f9ec-4541-bb52-ef422de19c37,41795,0.4,0.0,0.0,0,0,0
c6feeef8-04d7-4384-9ccb-85505c95908c,33416,0.57,2.49,2.23,"112,160.75",7.92,16.68
86a50003-c13e-46da-87ea-00eb964b3f8e,201374,0.92,0.0,0,0,0,0
db38ea10-5825-46d3-a37b-e782c176018b,122885,0.89,2.05,1.5,"54,925.07",7.62,15.28
1a2c73dc-c282-4523-8262-af18f9d3b4c4,46259,1.3,0.64,0.36,"1,062.96",2.39,10.91
6503edad-c9a7-4067-bccd-6d5cb906d6a6,41804,0.37,0.0,0.0,0,0,0
afd5fd0a-12df-41a3-baea-0008f5041504,180791,0.96,2.15,1.65,"44,337.96",8.5,16.58
b7ecb658-5cd7-40d4-895f-014c57f5164c,110753,2.19,2.34,0.91,"9,857.47",4.62,13.99
7dbc1c82-7f5f-4a95-8c89-196a9d0dff69,43343,0.88,1.62,0.92,"35,798.85",5.46,11.61
227ff4f4-fbfc-4db1-97dc-12e7da4d935d,73655,0.52,0.0,0.0,0,0,0
da468725-b3e5-426f-b36b-9d3d12bd12f3,135395,1.56,1.56,0.85,"2,156.63",6.1,15.23
eb43a3c7-1176-434b-b932-de0263e2cb21,69092,0.19,1.94,1.21,"35,384.24",7,14.34
eb48ea0d-b519-4d82-9220-028c79160b40,228077,1.0,1.53,1.38,"27,876.37",5.36,13.52
64f60eaa-6197-417c-8064-352cd8a46a6d,222119,1.26,2.44,1.04,"79,876.49",7.41,12.87
eb7e439d-d41d-4d22-b801-d7ea74df0d38,53720,0.73,2.26,1.6,"88,930.99",7.88,14.3
e318753b-603e-4a6e-8a9f-2f9ae5418faf,170306,0.97,1.56,1.25,"2,874.8",6.41,14.5
4884ebe4-a1be-4da5-9d8f-9e1ab01b896d,242450,0.88,5.05,3.07,"19,219.65",20.24,27.91
25cee4b0-96a9-430e-92b6-26e0ddbb3373,180008,0.88,4.3,4.16,"15,118.64",19.46,26.43
d9460875-9f62-461f-b8c5-29a4a2abf7e2,84959,0.89,1.84,1.41,"24,086.08",9.09,15.62
18a5635e-d840-47eb-afe0-7e5d364ddf59,216575,1.25,2.68,2,"146,310.31",9.34,15.01
fe9bc020-3a5c-4a7d-8712-7a59de2c7844,216845,0.4,0.0,0,0,0,0
ea0fdcbd-816f-4461-a7a5-e6aa9b95d3e3,47906,1.2,2.05,1.39,"30,007.68",9.43,15.23
de5c414c-92e6-4e76-8674-52ec39079fd6,82736,1.08,1.89,1.88,"55,043.72",7.14,13.42
975c3997-4f89-4600-aa93-e50e53b43b81,48095,0.96,2.12,0.74,"10,605",5.29,9.96
d3d2ad13-2aa4-4dce-b805-22267103b6ea,74294,0.74,0.0,0.0,0,0,0
201aae2f-a764-44b8-b71d-09631398f0dd,110897,0.73,1.77,1.68,"51,641.27",6.66,14.97
ea3337bb-b43b-416f-ba6e-da42644cfa9b,213362,1.63,1.43,0.84,"26,831.21",3.96,17.88
761fcae8-370e-4ef5-b33a-a123755c5523,168569,1.0,1.98,1.12,"28,421.79",7.05,14.55
05a80d09-340f-4ac7-b510-2cff3c15e00a,116369,1.24,3.88,2.97,"6,174.31",14.79,21.08
157de3be-27ec-4124-8a3e-0fc056d9c985,246941,0.19,2.05,1.5,"55,148.13",7.62,15.26
a2b4d64f-ea8b-4cae-bb28-3da78819eca6,240308,1.66,0.0,0,0,0,0
