bb_rating,us_govt_bond_rating,below_b_rating,others_rating,maturity_bond,b_rating,tag,a_rating,aaa_rating,aa_rating,bbb_rating,duration_bond
0.0,0.0,0.0,0.0,,0.0,234953,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,53702,0.0,0.0,0.0,0.0,
1.31,0.0,0.51,3.41,6.41,0.0,143081,37.88,7.58,43.17,6.14,5.35
0.0,0.0,0.0,0.0,,0.0,87353,0.0,0.0,0.0,0.0,
0.0,0.0,0.08,-18.08,11.61,0.0,154556,20.3,52.26,6.77,38.67,7.19
0.0,0.0,0.0,0.0,,0.0,161027,0.0,0.0,0.0,0.0,
1.92,0.0,0.0,5.03,2.71,1.39,112328,33.39,10.57,31.35,16.35,2.47
2.86,0.0,0.0,8.28,,0.0,193751,39.09,5.62,31.0,13.15,6.48
5.84,0.0,0.61,1.47,6.85,1.99,27422,13.16,57.64,3.35,15.94,5.17
0.0,0.0,0.0,0.0,,0.0,106577,0.0,0.0,0.0,0.0,
10.49,0.0,0.0,-0.01,6.74,0.0,148580,39.77,20.63,19.53,9.59,3.22
0.2,0.0,0.0,2.78,2.69,0.01,223370,16.93,29.87,19.81,30.42,1.9
0.0,0.0,0.0,0.0,,0.0,113966,0.0,0.0,0.0,0.0,
7.52,0.0,5.71,2.27,,9.56,204920,10.47,42.21,7.08,15.19,4.27
0.0,0.0,0.0,0.0,,0.0,151334,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,173654,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,120653,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,103283,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,144458,0.0,0.0,0.0,0.0,
1.37,0.0,0.33,13.65,8.22,0.63,234368,12.97,46.7,3.79,20.55,5.79
0.0,0.0,0.0,0.0,,0.0,248948,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.36,5.24,0.0,240659,0.97,97.33,1.34,0.0,4.32
7.2,0.0,0.0,10.78,5.79,0.0,70307,26.9,2.92,33.35,18.85,4.47
0.0,0.0,0.0,0.0,,0.0,30572,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,200483,0.0,0.0,0.0,0.0,
3.54,0.0,0.0,27.18,3.89,0.0,34568,17.97,8.85,3.84,38.62,3.39
0.0,0.0,0.0,0.0,,0.0,224252,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,10.0,3.9,0.0,252152,26.6,4.1,54.0,5.3,3.66
0.0,0.0,0.0,0.0,,0.0,72620,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,75824,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,77201,0.0,0.0,0.0,0.0,
0.08,0.0,0.05,0.03,5.63,0.18,149534,0.01,99.66,0.0,0.0,4.23
31.7,0.0,7.06,1.75,5.35,27.62,46610,3.69,8.65,3.59,15.95,4.53
0.0,0.0,0.0,0.0,,0.0,44315,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,127439,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,106919,0.0,0.0,0.0,0.0,
1.68,0.0,0.37,-0.32,,1.39,80684,7.73,76.09,1.38,11.69,5.62
0.0,0.0,0.0,0.0,,0.0,65906,0.0,0.0,0.0,0.0,
3.36,0.0,0.94,3.83,11.88,3.81,188189,0.4,81.4,3.08,3.18,4.72
15.6,0.0,11.5,3.4,4.2,27.3,117080,9.0,6.6,3.3,23.3,3.4
6.18,0.0,1.05,0.65,,6.54,51605,12.11,56.16,1.5,15.81,5.57
2.95,0.0,0.0,4.18,7.02,0.0,73682,26.44,12.45,32.13,21.85,5.3
8.1,0.0,1.06,1.77,9.39,1.46,187352,29.64,16.74,10.35,30.88,7.66
0.0,0.0,0.0,0.0,,0.0,75662,0.0,0.0,0.0,0.0,
2.72,0.0,0.0,5.32,6.43,0.44,72152,24.6,14.78,41.2,10.96,4.39
10.8,0.0,34.3,4.0,4.4,50.9,251144,0.0,0.0,0.0,0.0,3.3
0.0,0.0,0.0,0.0,,0.0,175436,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,75914,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,79469,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,5.79,0.0,188405,0.0,0.0,0.0,0.0,3.65
0.0,0.0,0.0,0.0,,0.0,78569,0.0,0.0,0.0,0.0,
12.61,0.0,2.31,0.09,7.33,11.13,131768,5.9,46.64,3.0,18.33,4.69
3.14,0.0,0.89,0.05,,3.4,249353,12.31,57.6,3.61,18.99,5.08
15.13,0.0,0.0,26.28,17.04,8.75,127277,11.59,0.66,0.0,37.59,6.32
0.0,0.0,0.0,0.0,,0.0,28952,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,71414,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,100664,0.0,0.0,0.0,0.0,
2.37,0.0,1.08,4.24,13.34,3.91,182357,10.8,26.91,43.04,7.67,7.63
0.02,0.0,0.0,-0.96,8.13,0.0,122003,9.42,77.13,2.24,12.14,6.08
0.0,0.0,0.0,0.0,,0.0,202139,0.0,0.0,0.0,0.0,
2.66,0.0,0.04,1.81,,3.98,138878,8.96,62.66,4.22,15.66,
0.0,0.0,0.0,0.0,,0.0,144809,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,29564,0.0,0.0,0.0,0.0,
1.13,0.0,0.15,2.82,6.89,1.65,160424,6.08,64.13,4.02,20.02,4.47
39.27,0.0,7.13,4.95,5.31,23.97,111563,5.53,0.71,1.0,17.44,3.74
0.0,0.0,0.0,0.0,,0.0,78317,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,112931,0.0,0.0,0.0,0.0,
45.9,0.0,10.4,1.5,6.65,34.3,143144,0.0,0.0,0.0,7.9,4.5
0.0,0.0,0.0,0.0,,0.0,29636,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,28979,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,43622,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,207962,2.33,94.01,1.08,2.58,4.98
2.42,0.0,0.22,4.78,10.05,2.69,172088,33.51,13.17,28.78,14.43,5.36
0.0,0.0,0.0,0.0,,0.0,109763,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,28970,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,3.73,0.0,147923,0.0,100.0,0.0,0.0,2.87
0.0,0.0,0.0,0.0,23.7,0.0,245006,36.61,2.55,7.37,53.47,13.48
5.87,0.0,1.23,2.01,5.46,6.11,87893,8.68,56.32,5.05,14.74,3.67
0.0,0.0,0.0,0.0,,0.0,28259,0.0,0.0,0.0,0.0,
9.19,0.0,13.55,-1.14,3.79,7.86,124298,4.2,50.03,7.77,8.54,1.29
10.55,0.0,0.0,-0.01,13.36,0.82,145304,30.26,41.09,2.18,15.11,7.91
0.0,0.0,0.0,0.0,,0.0,58949,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,107378,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,112139,0.0,0.0,0.0,0.0,
13.55,0.0,0.0,1.17,7.39,0.0,151541,8.83,58.82,3.19,14.45,5.58
0.0,0.0,0.0,0.0,,0.0,114839,0.0,0.0,0.0,0.0,
7.38,0.0,0.3,4.57,,4.58,188333,19.18,27.99,9.8,26.21,8.97
4.88,0.0,0.79,23.75,9.95,3.9,61955,6.59,29.35,8.84,21.9,6.7
0.0,0.0,0.0,0.0,,0.0,220760,0.0,0.0,0.0,0.0,
11.82,0.0,2.07,0.47,8.55,7.79,37907,11.46,41.49,6.11,18.79,5.52
0.0,0.0,0.0,0.0,,0.0,228041,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,173294,0.0,0.0,0.0,0.0,
2.11,0.0,1.11,1.23,5.36,1.28,92951,2.77,82.82,4.37,4.3,4.11
0.0,0.0,0.0,0.0,,0.0,246896,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,154196,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,48509,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,171836,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,153278,0.0,99.95,0.05,0.0,3.59
0.0,0.0,0.0,0.0,,0.0,64556,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,125513,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,167561,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,224486,0.0,0.0,0.0,0.0,
5.48,0.0,3.12,-0.12,11.98,2.33,163331,15.96,55.33,3.59,14.32,5.83
0.0,0.0,0.0,0.0,,0.0,112274,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,113264,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,216863,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,214604,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,69551,0.0,0.0,0.0,0.0,
18.81,0.0,4.33,34.37,22.48,9.8,115307,10.78,0.72,2.07,19.13,9.68
0.0,0.0,0.0,0.0,,0.0,100538,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,100808,0.0,0.0,0.0,0.0,
14.85,0.0,21.22,0.19,5.67,30.31,82619,2.07,15.83,0.37,15.16,3.38
,,,,,,179081,,,,,
40.07,0.0,12.37,0.57,5.57,41.01,32435,0.0,0.0,0.0,5.98,3.44
0.0,0.0,0.0,0.0,,0.0,61892,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,67913,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,98567,0.0,0.0,0.0,0.0,
25.43,0.0,3.59,8.66,6.01,16.93,133307,2.17,15.43,0.34,27.45,3.89
0.0,0.0,0.0,0.0,,0.0,226187,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,0.88,0.0,182951,0.0,0.0,0.0,0.0,0.51
5.49,0.0,2.88,4.04,7.38,5.49,46025,16.23,37.98,7.58,20.31,4.36
0.0,0.0,0.0,0.0,,0.0,87632,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,110816,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,178352,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,110546,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,159785,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,215000,0.0,0.0,0.0,0.0,
12.66,0.0,10.64,2.84,7.08,15.34,192203,5.68,37.96,3.8,11.08,4.89
0.0,0.0,0.0,0.0,,0.0,180017,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,121157,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,193688,0.0,0.0,0.0,0.0,
11.66,0.0,0.0,0.0,10.68,2.94,65798,18.72,5.25,2.46,58.97,6.75
0.0,0.0,0.0,0.0,,0.0,77642,0.0,0.0,0.0,0.0,
1.1,0.0,0.0,1.03,7.66,0.18,150317,8.57,63.67,3.75,21.7,5.62
8.23,0.0,2.37,6.23,6.75,7.98,223469,15.34,40.71,6.77,12.36,4.93
0.0,0.0,0.0,0.0,,0.0,134090,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,102779,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,213641,0.0,0.0,0.0,0.0,
3.89,0.0,1.21,0.01,13.73,4.9,223424,15.89,3.26,3.26,67.58,6.79
0.0,0.0,0.0,0.0,,0.0,118745,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,7.99,0.0,145781,0.0,100.0,0.0,0.0,7.34
1.84,0.0,0.41,-0.39,,1.56,78722,7.76,75.51,1.35,11.97,5.96
0.0,0.0,0.0,0.0,,0.0,213245,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,126521,0.0,0.0,0.0,0.0,
29.88,0.0,2.46,0.0,5.58,65.82,91241,0.0,0.0,0.0,1.84,0.45
0.0,0.0,0.0,0.0,,0.0,150947,0.0,0.0,0.0,0.0,
3.44,0.0,0.17,0.63,7.63,1.0,230129,18.39,45.82,12.6,17.94,4.75
0.0,0.0,0.0,0.0,,0.0,106010,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,115820,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,34649,0.0,0.0,0.0,0.0,
1.91,0.0,0.04,0.45,8.53,0.0,187847,13.98,50.1,7.94,25.58,5.6
0.0,0.0,0.0,0.0,,0.0,139751,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.01,7.58,0.0,226934,8.87,76.22,2.49,12.41,5.45
0.0,0.0,0.0,0.0,,0.0,96533,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,124343,0.0,0.0,0.0,0.0,
3.39,0.0,0.0,4.49,7.21,0.31,146744,26.61,25.19,11.81,28.2,5.81
2.47,0.0,0.11,0.04,2.14,2.35,87533,18.86,26.7,13.8,35.67,1.7
0.0,0.0,0.0,0.0,,0.0,57320,0.0,0.0,0.0,0.0,
10.59,0.0,0.82,16.19,,6.13,196451,22.64,5.06,8.36,30.2,7.59
1.94,0.0,0.33,-0.84,,1.37,91547,11.67,67.86,1.71,15.97,5.7
0.0,0.0,0.0,0.0,,0.0,73106,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,112589,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,73853,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,225512,0.0,0.0,0.0,0.0,
2.35,0.0,0.14,0.39,,0.53,204047,13.42,64.5,4.68,13.99,5.06
4.21,0.0,5.67,0.92,6.12,2.76,99791,11.03,60.82,7.89,6.71,3.97
0.0,0.0,0.0,0.0,,0.0,55385,0.0,0.0,0.0,0.0,
6.67,0.0,1.35,1.24,6.04,6.18,89369,11.85,46.96,5.18,20.57,4.63
0.0,0.0,0.0,0.0,,0.0,186263,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,140813,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,193877,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,33191,0.0,0.0,0.0,0.0,
11.39,0.0,1.25,0.71,10.04,14.65,101600,10.28,28.83,14.06,18.82,4.56
0.0,0.0,0.0,0.0,,0.0,229175,0.0,0.0,0.0,0.0,
2.35,0.0,0.14,0.39,,0.53,52010,13.42,64.5,4.68,13.99,5.06
0.0,0.0,0.0,0.0,,0.0,43145,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,126557,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,42299,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,204506,0.0,0.0,0.0,0.0,
11.22,0.0,9.26,2.55,7.21,13.52,191798,6.11,41.64,3.98,11.72,5.01
0.0,0.0,0.0,0.0,,0.0,63638,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,169523,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,66716,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,130490,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,62918,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,82268,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,39959,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,51101,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,208718,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,1.63,13.58,0.0,87272,40.79,19.25,21.9,16.44,6.49
4.78,0.0,0.26,0.17,,2.5,93680,14.75,59.04,0.7,17.8,3.6
0.0,0.0,0.0,0.0,,0.0,118358,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,146735,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,47771,0.0,0.0,0.0,0.0,
1.71,0.0,0.0,1.14,5.6,0.41,243260,39.14,27.34,10.51,19.75,5.39
0.0,0.0,0.0,0.0,,0.0,41183,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,82016,0.0,0.0,0.0,0.0,
7.94,0.0,5.87,1.95,7.51,9.42,199322,7.28,48.72,4.82,13.99,5.29
10.8,0.0,3.76,18.01,,11.04,96578,12.24,22.6,10.17,11.38,1.84
0.0,0.0,0.0,0.0,,0.0,139706,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.01,2.48,0.0,252818,41.63,15.96,22.08,20.33,0.59
0.0,0.0,0.0,0.0,,0.0,95921,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,193895,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,245735,0.0,0.0,0.0,0.0,
22.49,0.0,0.8,0.0,15.87,6.36,40670,9.74,34.29,1.28,25.04,8.79
0.0,0.0,0.0,0.0,,0.0,141029,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,244295,0.0,0.0,0.0,0.0,
1.68,0.0,0.0,4.91,8.96,0.28,43379,21.81,6.07,52.94,12.31,5.21
7.08,0.0,1.89,1.04,10.22,7.4,181448,9.66,52.91,3.03,17.0,5.93
0.0,0.0,0.0,0.0,0.53,0.0,183149,0.0,0.0,0.0,0.0,0.49
2.11,0.0,0.27,0.12,,1.48,210959,7.47,77.06,2.39,9.09,5.38
10.84,0.0,0.37,-68.21,,1.18,79928,15.01,82.54,3.12,55.15,5.84
0.0,0.0,0.0,0.0,,0.0,126764,0.0,0.0,0.0,0.0,
5.87,0.0,1.23,2.01,5.46,6.11,87956,8.68,56.32,5.05,14.74,3.67
1.55,0.0,0.08,0.63,4.54,0.03,32867,28.24,17.93,42.9,8.64,3.95
0.0,0.0,0.0,0.0,,0.0,92969,0.0,0.0,0.0,0.0,
0.6,0.0,0.0,0.57,2.5,0.0,46682,9.65,59.97,2.6,26.6,1.83
3.59,0.0,1.35,-0.75,7.2,6.34,122534,12.04,57.12,5.05,15.27,4.86
0.0,0.0,0.0,0.0,,0.0,49499,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,70991,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,127466,0.0,0.0,0.0,0.0,
1.76,0.0,0.14,0.08,,0.95,208439,7.94,77.04,2.42,9.67,5.5
0.0,0.0,0.0,0.0,8.3,0.0,244448,0.0,100.0,0.0,0.0,7.54
0.0,0.0,0.0,0.0,,0.0,113138,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.03,7.16,0.05,57824,28.15,39.99,16.43,15.34,3.82
0.0,0.0,0.0,0.0,18.4,0.0,69119,1.27,93.0,4.34,1.39,16.2
0.0,0.0,0.0,0.0,,0.0,253160,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.02,96119,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,194471,0.0,0.0,0.0,0.0,
2.11,0.0,0.27,0.12,,1.48,207584,7.47,77.06,2.39,9.09,5.38
0.0,0.0,0.0,0.0,,0.0,208700,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,214523,0.0,0.0,0.0,0.0,
1.55,0.0,0.08,0.63,4.54,0.03,32876,28.24,17.93,42.9,8.64,3.95
0.0,0.0,0.0,0.0,2.95,0.0,67868,3.61,42.55,53.84,0.0,2.72
69.26,0.0,0.0,0.0,3.61,18.99,40409,0.0,0.0,0.0,11.75,1.17
0.0,0.0,0.0,0.0,,0.0,130319,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,69776,0.0,0.0,0.0,0.0,
11.27,0.0,1.94,0.48,8.55,7.3,37826,11.41,42.76,6.02,18.82,5.52
1.22,0.0,0.0,14.04,7.06,0.0,72332,16.82,3.98,57.91,6.02,5.21
0.0,0.0,0.0,0.0,,0.0,226115,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,99026,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,160892,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,5.2,0.0,187010,0.0,0.0,0.0,0.0,4.41
0.0,0.0,0.0,0.0,,0.0,182969,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,91790,0.0,0.0,0.0,0.0,
0.02,0.0,0.0,0.08,7.05,0.0,233657,9.39,75.99,3.83,10.7,5.34
0.0,0.0,0.0,0.0,,0.0,112850,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,243395,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,132281,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,123218,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,41822,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,106190,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,243890,0.0,0.0,0.0,0.0,
7.42,0.0,0.79,0.39,10.29,8.49,101843,10.77,34.67,18.49,18.98,4.83
0.0,0.0,0.0,0.0,,0.0,237842,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,218690,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,101204,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,119726,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,242657,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,101429,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,213371,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,85103,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,63854,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,118763,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,187748,0.0,0.0,0.0,0.0,
0.83,0.0,0.0,0.52,,0.0,167660,10.5,73.18,3.33,11.64,6.02
0.0,0.0,0.0,0.0,,0.0,185471,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,91763,0.0,0.0,0.0,0.0,
7.59,0.0,0.0,27.74,23.53,2.39,31832,11.63,16.04,1.62,32.99,1.85
0.0,0.0,0.0,0.0,,0.0,225062,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,195020,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,38294,0.0,0.0,0.0,0.0,
3.06,0.0,0.0,2.37,9.34,0.26,239588,30.6,5.72,41.31,16.69,5.33
0.0,0.0,0.0,0.0,,0.0,71954,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,182240,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,226358,0.0,0.0,0.0,0.0,
1.76,0.0,0.14,0.08,,0.95,207251,7.94,77.04,2.42,9.67,5.5
0.0,0.0,0.0,0.0,,0.0,118592,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,136241,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,102041,0.0,0.0,0.0,0.0,
11.63,0.0,0.22,18.96,,5.99,199493,24.4,1.05,7.93,29.82,7.82
0.0,0.0,0.0,0.0,,0.0,214442,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,213182,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,5.41,0.0,192644,0.0,0.0,0.0,0.0,4.74
0.0,0.0,0.0,0.0,1.69,0.0,195227,0.0,0.0,0.0,0.0,2.34
0.0,0.0,0.0,0.0,,0.0,173591,0.0,0.0,0.0,0.0,
5.12,0.0,1.93,0.01,8.03,5.34,43964,12.2,52.07,4.16,19.17,5.82
0.0,0.0,0.0,0.0,,0.0,147176,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,11.17,0.0,169073,0.0,41.35,58.65,0.0,6.54
0.0,0.0,0.0,0.0,,0.0,149138,0.0,0.0,0.0,0.0,
20.08,0.0,0.0,14.19,0.0,19.66,172331,9.01,12.2,6.33,18.53,5.54
0.0,0.0,0.0,0.0,,0.0,227366,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,153863,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,36899,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,168200,0.0,0.0,0.0,0.0,
0.48,0.0,0.08,0.08,8.36,0.99,221876,12.58,65.2,5.29,15.3,6.09
0.0,0.0,0.0,0.0,,0.0,228104,0.0,0.0,0.0,0.0,
2.85,0.0,0.59,4.49,8.37,1.44,77651,16.78,46.89,2.9,24.07,5.79
0.0,0.0,0.0,0.0,,0.0,121346,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,159893,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,195803,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,82088,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,91466,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,20.82,0.0,197414,0.0,0.0,0.0,0.0,18.54
0.0,0.0,0.0,0.0,,0.0,205667,0.0,0.0,0.0,0.0,
7.43,0.0,2.0,0.95,8.86,7.84,211103,9.4,51.75,2.99,17.64,5.02
0.0,0.0,0.0,0.0,,0.0,45692,0.0,0.0,0.0,0.0,
1.14,0.0,0.0,1.2,,0.42,200060,42.77,6.52,35.1,12.85,7.1
18.15,0.0,1.33,2.25,7.44,8.01,131462,11.22,27.48,7.25,24.31,4.49
0.0,0.0,0.0,0.0,,0.0,130355,0.0,0.0,0.0,0.0,
5.86,0.0,1.22,1.98,5.47,6.1,87875,8.64,56.52,5.01,14.67,3.68
0.0,0.0,0.0,0.0,,0.0,156446,0.0,0.0,0.0,0.0,
11.22,0.0,9.26,2.55,7.21,13.52,191816,6.11,41.64,3.98,11.72,5.01
0.0,0.0,0.0,0.0,,0.0,112607,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,218969,0.0,0.0,0.0,0.0,
9.53,0.0,5.67,0.27,10.78,10.61,159722,10.75,41.89,3.71,17.57,5.39
2.21,0.0,0.41,-1.06,,1.68,90359,11.38,67.76,1.61,16.0,6.15
0.0,0.0,0.0,0.0,,0.0,136007,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,236771,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,8.54,0.0,184616,0.0,0.0,0.0,0.0,5.47
0.0,0.0,0.0,0.0,,0.0,244997,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,38384,0.0,0.0,0.0,0.0,
0.0,0.0,0.0,0.0,,0.0,213578,0.0,0.0,0.0,0.0,
